sym0,sym1,sym2,sym3,sym4,sym5,sym6
R70,R710,R109,R671,R673,R156,R980
R70,R710,R109,R671,R673,R156,R980
R70,R700,R109,R671,R673,R59,R980
R70,R700,R119,R671,R673,R59,R980
R70,R700,R119,R671,R673,R156,R980
R70,R600,R119,R671,R673,R155,R988
R70,R600,R119,R671,R673,R165,R980
R70,R600,R119,R671,R673,R156,R980
R70,R610,R119,R671,R673,R59,R980
R70,R600,R119,R671,R673,R59,R988
R70,R600,R119,R671,R673,R59,R980
R70,R600,R119,R671,R673,R156,R980
R70,R600,R119,R671,R673,R156,R988
R70,R600,R119,R671,R673,R156,R980
R70,R600,R119,R671,R673,R156,R988
R70,R600,R119,R671,R673,R159,R980
R70,R600,R119,R671,R673,R156,R988
R70,R600,R119,R671,R673,R156,R988
R70,R600,R119,R671,R673,R59,R980
R70,R661,R119,R799,R376,R59,R990
R70,R671,R118,R799,R369,R156,R990
R70,R671,R118,R799,R369,R156,R890
R70,R671,R118,R799,R279,R165,R890
R70,R671,R118,R799,R279,R155,R890
R60,R671,R118,R799,R279,R155,R890
R60,R671,R118,R799,R279,R155,R890
R61,R672,R118,R799,R279,R159,R790
R61,R672,R118,R799,R279,R155,R790
R61,R682,R119,R772,R279,R155,R790
R61,R682,R118,R776,R279,R159,R791
R161,R682,R218,R776,R279,R155,R790
R161,R683,R228,R771,R279,R155,R698
R61,R683,R228,R772,R279,R155,R690
R61,R684,R128,R772,R279,R129,R690
R61,R683,R219,R772,R279,R129,R690
R161,R683,R219,R673,R279,R139,R690
R161,R683,R219,R673,R279,R126,R697
R161,R684,R219,R699,R379,R136,R690
R161,R683,R228,R699,R379,R139,R690
R161,R685,R228,R699,R379,R136,R590
R161,R684,R228,R699,R379,R135,R590
R161,R685,R228,R699,R379,R139,R590
R161,R685,R218,R699,R379,R139,R591
R161,R685,R218,R699,R379,R139,R498
R161,R685,R218,R699,R379,R129,R498
R161,R685,R218,R699,R379,R136,R491
R161,R685,R218,R699,R379,R129,R491
R161,R685,R219,R699,R379,R129,R491
R161,R685,R119,R699,R379,R126,R498
R161,R685,R219,R699,R379,R139,R491
R161,R685,R219,R699,R379,R129,R491
R161,R685,R219,R699,R379,R136,R492
R161,R685,R219,R699,R379,R129,R498
R161,R686,R209,R699,R379,R136,R82
R161,R686,R209,R699,R379,R126,R82
R161,R697,R209,R699,R279,R136,R82
R161,R696,R309,R699,R279,R139,R98
R161,R696,R309,R699,R279,R139,R98
R161,R697,R309,R699,R279,R126,R84
R161,R696,R309,R699,R279,R226,R82
R161,R696,R309,R699,R279,R229,R82
R161,R696,R309,R699,R279,R229,R84
R161,R696,R309,R699,R279,R229,R84
R161,R696,R309,R699,R279,R225,R82
R161,R696,R309,R672,R269,R229,R86
R161,R697,R309,R672,R269,R225,R83
R162,R696,R309,R672,R269,R225,R83
R162,R696,R318,R672,R269,R229,R82
R162,R697,R318,R672,R269,R225,R88
R162,R697,R209,R672,R379,R225,R83
R162,R697,R219,R673,R379,R225,R87
R162,R689,R209,R675,R379,R225,R83
R162,R689,R209,R675,R379,R225,R83
R162,R689,R309,R675,R279,R226,R83
R262,R689,R209,R675,R279,R229,R82
R262,R689,R208,R673,R279,R225,R84
R262,R689,R208,R673,R279,R225,R87
R262,R689,R208,R673,R279,R225,R87
R262,R689,R209,R673,R279,R225,R82
R262,R689,R208,R673,R279,R225,R85
R262,R689,R209,R671,R279,R225,R88
R262,R689,R209,R673,R279,R225,R82
R262,R689,R209,R672,R279,R229,R81
R262,R689,R209,R672,R279,R229,R81
R262,R689,R209,R672,R279,R226,R93
R162,R689,R209,R672,R48,R225,R88
R262,R689,R209,R672,R48,R225,R99
R262,R689,R209,R672,R48,R226,R87
R262,R689,R209,R672,R48,R225,R83
R262,R689,R209,R672,R48,R225,R82
R262,R689,R209,R672,R48,R235,R88
R162,R689,R209,R672,R48,R225,R82
R162,R689,R309,R621,R48,R225,R98
R162,R689,R309,R671,R48,R225,R99
R162,R689,R309,R673,R48,R225,R83
R162,R689,R309,R677,R48,R225,R98
R162,R689,R309,R675,R48,R229,R83
R162,R689,R309,R675,R48,R225,R83
R262,R689,R309,R675,R48,R229,R98
R262,R689,R309,R675,R48,R229,R98
R262,R689,R309,R675,R48,R225,R89
R262,R689,R308,R675,R48,R225,R83
R262,R689,R308,R675,R48,R229,R83
R262,R689,R308,R673,R48,R225,R84
R262,R689,R308,R673,R48,R225,R82
R262,R689,R309,R673,R38,R395,R84
R262,R689,R309,R675,R38,R298,R152
R262,R696,R309,R676,R38,R298,R51
R262,R696,R309,R671,R38,R298,R268
R262,R696,R309,R675,R38,R394,R252
R262,R696,R309,R676,R38,R298,R152
R262,R696,R326,R677,R38,R298,R152
R262,R696,R326,R677,R38,R394,R256
R262,R696,R327,R677,R38,R393,R156
R262,R696,R327,R675,R38,R394,R152
R262,R696,R327,R675,R38,R393,R151
R262,R696,R327,R675,R38,R395,R151
R262,R696,R327,R675,R38,R394,R152
R262,R696,R327,R675,R38,R298,R258
R262,R696,R327,R675,R38,R298,R251
R262,R596,R327,R675,R38,R394,R152
R262,R596,R327,R618,R38,R394,R252
R262,R596,R326,R563,R38,R298,R258
R262,R595,R327,R562,R38,R395,R151
R262,R595,R326,R562,R38,R298,R258
R262,R595,R327,R562,R38,R298,R257
R262,R596,R327,R562,R38,R298,R152
R262,R596,R327,R562,R38,R395,R151
R262,R596,R325,R562,R38,R298,R152
R262,R596,R325,R615,R38,R394,R252
R252,R595,R325,R563,R38,R294,R153
R252,R596,R325,R674,R38,R393,R258
R252,R596,R325,R674,R38,R393,R256
R252,R596,R325,R674,R38,R394,R152
R252,R596,R325,R674,R38,R384,R152
R252,R595,R325,R674,R38,R394,R152
R252,R595,R325,R674,R38,R388,R258
R252,R595,R325,R674,R38,R388,R152
R252,R595,R467,R563,R38,R394,R256
R252,R595,R467,R674,R38,R383,R256
R252,R595,R467,R674,R147,R398,R337
R252,R594,R467,R675,R37,R398,R334
R252,R594,R467,R674,R37,R398,R449
R252,R594,R467,R518,R37,R394,R333
R252,R594,R467,R518,R37,R393,R323
R252,R594,R467,R566,R37,R394,R323
R353,R594,R467,R563,R37,R388,R327
R353,R594,R337,R563,R37,R394,R323
R353,R594,R337,R565,R37,R393,R449
R353,R594,R338,R566,R37,R393,R439
R352,R594,R338,R566,R37,R398,R323
R353,R594,R438,R565,R37,R398,R438
R353,R594,R338,R565,R37,R394,R334
R353,R593,R338,R566,R37,R398,R323
R353,R593,R337,R567,R37,R393,R333
R353,R594,R337,R567,R37,R397,R323
R353,R593,R337,R567,R37,R393,R438
R353,R594,R338,R567,R147,R398,R323
R353,R594,R338,R567,R147,R384,R323
R353,R593,R338,R566,R37,R394,R439
R353,R594,R337,R565,R147,R398,R435
R353,R593,R338,R565,R37,R394,R323
R353,R594,R338,R565,R147,R394,R337
R353,R593,R337,R565,R37,R394,R323
R353,R593,R437,R565,R37,R393,R323
R353,R593,R437,R565,R37,R392,R323
R353,R594,R437,R565,R147,R393,R323
R353,R594,R437,R563,R147,R383,R439
R353,R594,R447,R562,R147,R398,R337
R353,R594,R437,R562,R147,R398,R435
R353,R593,R437,R565,R37,R397,R449
R453,R593,R437,R563,R37,R492,R334
R453,R594,R437,R563,R37,R490,R434
R453,R593,R437,R561,R147,R487,R449
R454,R593,R437,R562,R37,R392,R323
R454,R592,R428,R562,R147,R483,R439
R454,R592,R438,R562,R147,R484,R439
R454,R592,R438,R566,R37,R348,R323
R454,R592,R438,R566,R147,R443,R243
R454,R592,R438,R567,R37,R442,R242
R454,R592,R438,R567,R247,R347,R244
R454,R592,R438,R567,R147,R344,R359
R455,R592,R438,R566,R147,R348,R242
R455,R592,R438,R566,R147,R431,R244
R455,R592,R448,R566,R147,R343,R242
R455,R592,R448,R562,R256,R343,R358
R455,R592,R447,R566,R147,R348,R243
R455,R592,R437,R566,R247,R347,R345
R455,R592,R438,R565,R37,R442,R243
R455,R592,R438,R565,R147,R347,R246
R455,R592,R438,R566,R37,R430,R243
R455,R592,R438,R567,R37,R337,R242
R455,R592,R438,R568,R37,R343,R243
R455,R592,R438,R566,R147,R347,R242
R455,R592,R438,R566,R37,R443,R243
R455,R592,R438,R566,R147,R348,R247
R455,R592,R448,R566,R147,R348,R247
R454,R592,R438,R566,R37,R347,R242
R454,R592,R438,R566,R146,R441,R359
R454,R592,R438,R566,R147,R330,R243
R454,R592,R648,R567,R146,R343,R343
R354,R592,R648,R567,R147,R343,R243
R354,R592,R648,R567,R37,R347,R247
R353,R592,R637,R565,R247,R337,R242
R353,R592,R637,R565,R146,R430,R358
R354,R592,R638,R552,R146,R442,R348
R354,R592,R647,R552,R146,R347,R359
R354,R582,R638,R552,R37,R333,R243
R354,R582,R637,R452,R247,R343,R244
R354,R582,R637,R552,R147,R337,R354
R354,R581,R647,R552,R147,R431,R358
R354,R583,R546,R563,R147,R443,R243
R353,R583,R546,R565,R37,R443,R243
R353,R584,R556,R565,R247,R328,R242
R353,R584,R546,R517,R147,R325,R155
R253,R588,R545,R466,R147,R328,R155
R253,R588,R556,R466,R147,R325,R155
R253,R588,R546,R466,R247,R314,R266
R253,R588,R556,R466,R147,R324,R155
R253,R588,R456,R466,R247,R324,R155
R253,R588,R457,R466,R156,R317,R268
R253,R588,R436,R567,R247,R314,R154
R253,R578,R446,R567,R247,R313,R279
R253,R578,R445,R562,R256,R402,R279
R253,R578,R446,R466,R147,R325,R266
R253,R578,R446,R466,R256,R324,R268
R253,R578,R447,R466,R147,R324,R266
R253,R578,R446,R567,R247,R315,R155
R253,R578,R446,R455,R247,R308,R154
R253,R578,R446,R455,R147,R318,R154
R253,R578,R456,R455,R156,R325,R279
R253,R578,R456,R455,R247,R314,R266
R253,R578,R446,R466,R256,R324,R279
R253,R578,R446,R466,R147,R327,R266
R253,R578,R446,R466,R256,R321,R279
R253,R477,R456,R518,R147,R325,R155
R253,R477,R646,R455,R147,R315,R155
R253,R477,R646,R466,R147,R319,R155
R253,R477,R646,R466,R256,R328,R279
R253,R478,R645,R466,R247,R314,R154
R253,R477,R645,R466,R247,R328,R257
R253,R477,R645,R455,R247,R325,R266
R243,R477,R645,R455,R147,R329,R266
R253,R477,R646,R466,R147,R318,R264
R243,R478,R646,R466,R256,R318,R278
R243,R478,R646,R466,R256,R329,R278
R243,R477,R646,R455,R147,R413,R154
R243,R477,R738,R455,R156,R324,R155
R243,R477,R748,R455,R147,R325,R254
R243,R477,R738,R455,R156,R487,R279
R243,R477,R737,R458,R156,R480,R439
R343,R482,R738,R322,R47,R482,R323
R343,R482,R738,R322,R147,R472,R323
R343,R482,R738,R432,R47,R487,R334
R343,R482,R738,R443,R247,R482,R323
R343,R482,R857,R443,R247,R487,R323
R343,R482,R857,R432,R156,R492,R437
R343,R482,R847,R432,R147,R487,R323
R343,R482,R857,R416,R54,R481,R425
R343,R482,R867,R432,R254,R481,R509
R343,R482,R857,R456,R254,R462,R506
R343,R482,R757,R456,R254,R460,R506
R343,R482,R857,R456,R254,R481,R506
R343,R482,R858,R456,R254,R492,R507
R343,R482,R858,R467,R254,R398,R506
R343,R482,R857,R467,R253,R480,R506
R343,R482,R867,R467,R253,R477,R509
R243,R482,R868,R456,R254,R482,R507
R343,R482,R847,R456,R254,R482,R507
R243,R482,R847,R417,R254,R491,R507
R243,R482,R867,R518,R252,R478,R506
R343,R482,R867,R462,R252,R462,R509
R343,R482,R967,R455,R152,R492,R506
R343,R482,R957,R467,R152,R492,R506
R343,R482,R957,R456,R152,R397,R506
R343,R482,R957,R456,R252,R488,R507
R343,R482,R957,R467,R252,R582,R507
R343,R482,R947,R443,R252,R467,R506
R343,R482,R957,R443,R252,R482,R509
R343,R482,R957,R338,R252,R472,R506
R343,R481,R957,R443,R152,R467,R506
R343,R481,R957,R443,R152,R482,R507
R344,R482,R967,R443,R152,R481,R506
R344,R482,R864,R443,R152,R581,R507
R344,R481,R864,R455,R152,R482,R506
R344,R482,R864,R455,R152,R487,R506
R344,R472,R864,R455,R151,R591,R506
R343,R471,R864,R222,R151,R480,R509
R344,R472,R865,R222,R252,R477,R506
R444,R472,R864,R332,R261,R487,R507
R444,R471,R865,R332,R152,R570,R506
R444,R471,R735,R332,R151,R581,R507
R444,R471,R736,R222,R152,R582,R506
R444,R471,R736,R222,R152,R581,R506
R444,R472,R736,R141,R252,R580,R509
R444,R471,R471,R222,R152,R487,R506
R444,R472,R471,R11,R261,R488,R509
R444,R471,R471,R332,R151,R493,R506
R444,R471,R471,R332,R261,R483,R506
R444,R471,R471,R443,R151,R581,R506
R444,R471,R471,R418,R151,R577,R506
R444,R472,R481,R417,R252,R560,R506
R434,R471,R471,R443,R152,R491,R506
R444,R472,R471,R443,R252,R477,R506
R434,R471,R471,R455,R152,R478,R506
R434,R471,R471,R456,R261,R463,R507
R434,R471,R471,R455,R261,R483,R608
R433,R472,R471,R443,R152,R488,R506
R433,R472,R571,R443,R252,R572,R507
R433,R471,R571,R455,R152,R482,R506
R434,R471,R571,R455,R151,R581,R507
R433,R471,R571,R443,R152,R487,R507
R433,R471,R571,R332,R252,R471,R606
R433,R471,R581,R332,R252,R560,R606
R434,R471,R571,R332,R152,R467,R606
R434,R471,R571,R332,R151,R571,R606
R434,R471,R571,R332,R161,R583,R606
R433,R461,R571,R222,R151,R477,R606
R433,R461,R571,R332,R252,R562,R606
R433,R461,R581,R443,R261,R572,R608
R433,R461,R571,R332,R261,R561,R606
R433,R461,R571,R443,R161,R581,R606
