sym0,sym1,sym2,sym3,sym4,sym5,sym6
R921,R1778,R2077,R1687,R968,R825,R907
R921,R1778,R2077,R1687,R349,R1385,R982
R945,R1778,R2102,R1541,R349,R1540,R982
R945,R1778,R2202,R1541,R349,R950,R982
R945,R1778,R2102,R1541,R217,R790,R909
R945,R1778,R2077,R1540,R968,R915,R932
R945,R1778,R2077,R1541,R342,R825,R939
R945,R1753,R2202,R1541,R344,R1385,R982
R945,R1778,R1579,R1666,R342,R1535,R907
R920,R1778,R1579,R1687,R217,R1535,R907
R920,R1809,R1579,R1687,R967,R852,R907
R920,R1804,R1579,R1349,R342,R817,R316
R920,R1859,R1554,R1708,R343,R853,R316
R920,R1859,R1579,R1708,R342,R821,R316
R920,R1864,R1579,R1708,R967,R697,R1099
R920,R1859,R1579,R1708,R342,R821,R316
R920,R1864,R1579,R1708,R967,R818,R316
R920,R1859,R1579,R1708,R349,R708,R1115
R920,R1859,R1454,R1708,R973,R693,R316
R920,R1739,R1579,R1708,R973,R669,R1116
R920,R1739,R1554,R1654,R974,R1294,R1116
R920,R1734,R1579,R1708,R342,R815,R1090
R920,R1734,R1579,R1708,R974,R818,R1116
R920,R1734,R1579,R1708,R343,R817,R1099
R920,R1734,R1579,R1708,R967,R697,R316
R920,R1739,R1579,R1562,R973,R729,R316
R920,R1734,R1579,R1562,R342,R729,R316
R920,R1734,R1579,R1562,R349,R818,R1116
R920,R1739,R1579,R1562,R967,R693,R1091
R920,R1734,R1579,R1708,R974,R817,R1116
R920,R1734,R1579,R1708,R343,R828,R1090
R920,R1739,R1579,R1708,R974,R769,R1119
R920,R1709,R1579,R1374,R342,R821,R316
R920,R1709,R2204,R1562,R342,R692,R316
R920,R1709,R2204,R1708,R342,R727,R316
R920,R1709,R2204,R1708,R974,R852,R1115
R920,R1739,R2179,R1708,R967,R693,R316
R920,R1709,R2179,R1708,R967,R852,R974
R920,R1709,R2179,R1562,R967,R816,R1099
R920,R1709,R2179,R1562,R343,R851,R1090
R920,R1709,R2204,R1708,R342,R729,R1074
R920,R1739,R2204,R1708,R974,R727,R1116
R920,R1739,R2204,R1708,R974,R853,R1116
R920,R1709,R2204,R1562,R342,R1293,R316
R920,R1709,R2101,R1562,R349,R816,R316
R921,R1709,R2226,R1562,R343,R816,R941
R921,R1709,R2101,R1562,R349,R1828,R1116
R921,R1709,R2076,R1624,R349,R1762,R1478
R918,R1778,R2101,R790,R342,R1786,R778
R918,R1779,R2101,R790,R342,R1663,R778
R919,R1779,R2101,R1416,R342,R1828,R803
R919,R1784,R2101,R1541,R968,R1793,R778
R919,R1784,R2826,R1541,R968,R1828,R778
R919,R1778,R2826,R1416,R349,R1791,R1453
R919,R1779,R2826,R1416,R342,R1829,R778
R919,R1779,R2826,R1349,R315,R1763,R1433
R919,R1779,R2951,R1416,R945,R1763,R1363
R919,R1779,R2826,R1583,R945,R1658,R1338
R919,R1784,R2201,R1583,R945,R1639,R1338
R919,R1784,R2826,R1583,R946,R1768,R1338
R919,R1784,R2851,R1583,R946,R1787,R1344
R919,R1779,R2851,R1703,R946,R1226,R1338
R919,R1784,R2826,R1703,R922,R1759,R1344
R919,R1779,R2951,R1703,R924,R1704,R1364
R914,R1779,R2975,R1583,R947,R1786,R1338
R919,R1784,R2826,R1583,R946,R1787,R1338
R919,R1779,R2826,R1349,R946,R1762,R1337
R919,R1779,R2951,R1374,R921,R1728,R1338
R919,R1779,R2951,R1654,R924,R1668,R1363
R919,R1779,R2951,R1562,R295,R1787,R1338
R919,R1779,R2826,R1703,R295,R1787,R1338
R919,R1779,R2826,R1583,R295,R1202,R1338
R919,R1779,R2826,R1583,R921,R1852,R1338
R919,R1779,R2826,R1703,R921,R1787,R1338
R919,R1784,R2826,R1541,R922,R1703,R1338
R919,R1779,R2826,R1541,R924,R1786,R1363
R919,R1779,R2826,R874,R924,R1662,R1338
R914,R1754,R2826,R1541,R295,R1704,R1338
R913,R1754,R2826,R1541,R295,R1791,R1337
R938,R1784,R2951,R1541,R296,R1763,R1338
R938,R1784,R2929,R1541,R296,R1763,R1344
R939,R1754,R2929,R1562,R295,R1787,R1338
R939,R1779,R2929,R1562,R295,R1826,R1338
R939,R1654,R2929,R1562,R271,R1762,R1338
R913,R1629,R2929,R790,R271,R1762,R1362
R943,R1659,R2929,R790,R921,R1703,R1339
R1563,R1659,R2929,R791,R1021,R1827,R1337
R1563,R1629,R2929,R791,R295,R1638,R1338
R1563,R1629,R2054,R791,R271,R1758,R1338
R1563,R1629,R2079,R790,R295,R1786,R1338
R1563,R1629,R2079,R790,R295,R1762,R1338
R1563,R1659,R2079,R251,R921,R1763,R1364
R1563,R1629,R1634,R790,R295,R1827,R1338
R1563,R1659,R1634,R15,R1024,R1853,R1363
R1568,R1629,R1634,R791,R271,R1786,R1338
R1563,R1629,R1634,R791,R1024,R1786,R1338
R1563,R1629,R1634,R1541,R271,R1758,R1338
R1563,R1629,R1634,R1374,R271,R1703,R1338
R1568,R1659,R1759,R1349,R921,R1638,R1338
R1443,R1629,R1634,R1541,R295,R1760,R1338
R1568,R1659,R1634,R1541,R921,R1704,R1339
R1443,R1629,R1634,R1562,R295,R1726,R1338
R1443,R1634,R1634,R1583,R1021,R1662,R1339
R1443,R1634,R1634,R1562,R1024,R1787,R1989
R1418,R1659,R1634,R1541,R295,R1852,R1338
R1418,R1659,R1634,R1541,R921,R1663,R1338
R1418,R1629,R1634,R1562,R295,R1786,R1338
R1443,R1629,R1634,R1562,R271,R1762,R1338
R1418,R1629,R1634,R1541,R295,R1827,R1338
R1418,R1634,R1634,R791,R921,R1638,R1964
R1418,R1634,R1759,R791,R921,R1639,R1964
R1443,R1629,R1634,R791,R295,R1704,R1963
R1443,R1629,R1634,R791,R271,R1634,R1963
R1443,R1629,R1634,R791,R399,R1787,R1963
R1418,R1629,R1634,R790,R271,R1703,R1963
R1418,R1634,R1634,R791,R921,R1663,R1963
R1418,R1634,R1759,R1541,R1024,R1663,R1987
R1418,R1629,R1634,R791,R1021,R1633,R1963
R1418,R1629,R1634,R1541,R399,R1763,R1963
R1443,R1634,R1634,R1541,R1024,R1638,R1989
R1439,R1634,R1634,R791,R1024,R1633,R1982
R1568,R1629,R1759,R1349,R295,R1761,R1963
R1439,R1629,R1759,R791,R271,R1757,R1957
R1444,R1629,R1759,R791,R295,R1633,R1963
R1438,R1629,R2389,R791,R271,R1787,R1963
R1563,R1629,R2389,R791,R296,R1792,R1983
R1563,R1639,R2389,R791,R921,R1764,R1964
R1563,R1634,R2389,R124,R296,R1827,R1938
R1438,R1634,R2389,R124,R296,R1633,R1964
R1439,R1634,R2389,R791,R399,R1638,R1982
R1438,R1634,R2384,R791,R296,R1703,R1963
R1563,R1634,R2384,R40,R295,R1787,R1938
R1438,R1634,R2384,R40,R296,R1704,R1963
R1438,R1634,R2384,R15,R295,R1791,R1963
R1439,R1634,R2384,R15,R271,R1703,R1963
R1563,R1634,R2384,R20,R897,R1663,R1964
R1563,R1634,R2389,R20,R295,R1661,R1963
R1439,R1634,R2389,R20,R399,R1727,R1983
R1564,R1634,R2389,R20,R399,R1632,R1983
R1564,R1634,R2384,R40,R271,R1704,R1962
R1564,R1634,R2389,R40,R896,R1704,R1963
R1563,R1509,R2389,R791,R1024,R1639,R1989
R1563,R1634,R2389,R791,R295,R1662,R1958
R1563,R1634,R2384,R791,R295,R1639,R1959
R1563,R1634,R2389,R791,R295,R1704,R1958
R1563,R1509,R2384,R791,R296,R2262,R1957
R1563,R1509,R2384,R791,R896,R1762,R1958
R1564,R1509,R2384,R791,R1024,R1757,R1957
R1563,R884,R2389,R791,R399,R1638,R1958
R1439,R884,R2389,R791,R399,R1633,R1983
R1563,R884,R2389,R1349,R1024,R1704,R2114
R1439,R884,R2384,R791,R1024,R2259,R2107
R1439,R884,R2406,R1583,R271,R2263,R1933
R932,R884,R2406,R1583,R295,R1663,R1933
R932,R884,R2406,R791,R399,R1294,R2107
R932,R884,R2406,R791,R296,R1318,R1933
R936,R814,R2406,R166,R1024,R1293,R2107
R936,R814,R2281,R786,R296,R1293,R1933
R936,R809,R2406,R878,R1024,R1417,R2107
R936,R814,R2281,R786,R1024,R1354,R1934
R936,R789,R3031,R786,R399,R1317,R1933
R936,R814,R3031,R1349,R296,R1294,R1964
R931,R784,R3031,R937,R295,R1293,R1933
R931,R789,R3031,R937,R295,R1416,R1933
R936,R789,R3031,R937,R296,R1476,R1932
R936,R789,R3031,R786,R399,R1353,R2107
R936,R789,R3036,R786,R295,R1293,R1933
R936,R789,R3031,R40,R296,R1441,R1933
R936,R789,R3006,R40,R921,R1316,R2087
R936,R789,R3006,R40,R1024,R1416,R2038
R936,R789,R3030,R40,R295,R1441,R2038
R936,R789,R3036,R40,R296,R1318,R2037
R936,R789,R3031,R40,R295,R1292,R2087
R931,R789,R3036,R40,R296,R1294,R2058
R936,R789,R3031,R40,R399,R1289,R2107
R936,R694,R3031,R40,R295,R1317,R2038
R936,R693,R3031,R20,R296,R1351,R2087
R936,R693,R3031,R20,R295,R1316,R2083
R936,R693,R3031,R40,R290,R1353,R2009
R936,R693,R3030,R40,R299,R1354,R2108
R936,R693,R3030,R166,R290,R1293,R2008
R936,R693,R3036,R166,R296,R1289,R2033
R1561,R693,R3031,R166,R299,R1292,R2102
R1556,R693,R3011,R166,R296,R1268,R2033
R1556,R693,R3031,R166,R290,R1318,R2008
R1556,R693,R3031,R166,R290,R1293,R2008
R1556,R693,R3006,R937,R296,R1293,R2034
R1556,R693,R3030,R786,R295,R1293,R2034
R1556,R947,R3031,R40,R1382,R1312,R2039
R1447,R947,R3035,R40,R1389,R1353,R2232
R1447,R973,R2910,R166,R1389,R2328,R2234
R1447,R947,R2910,R40,R756,R2387,R2008
R1437,R1021,R3035,R40,R1389,R2453,R2239
R1433,R1021,R3035,R40,R1387,R2387,R2039
R1433,R1021,R2910,R40,R1387,R2328,R2164
R1433,R1020,R3035,R40,R756,R2287,R2007
R1433,R1046,R3035,R40,R1389,R2383,R2207
R1433,R1021,R3035,R40,R1389,R2327,R2207
R1433,R1021,R3035,R40,R756,R2263,R2008
R1433,R1046,R3035,R166,R1387,R2387,R2009
R1433,R1046,R2910,R166,R756,R2382,R2008
R1433,R1021,R2910,R166,R756,R2407,R2007
R1433,R1021,R3035,R811,R1387,R2288,R2007
R1433,R1021,R3035,R166,R756,R2286,R2007
R1433,R1021,R3035,R166,R756,R2387,R2007
R1433,R1021,R3035,R937,R756,R2282,R2032
R1438,R1021,R2910,R811,R756,R2884,R2008
R1443,R1021,R2910,R811,R756,R2453,R2008
R1318,R1021,R3035,R811,R756,R2328,R2859
R1318,R1021,R3035,R166,R1387,R2386,R2632
R1443,R1021,R3035,R166,R1389,R2383,R2859
R1318,R1021,R3035,R166,R1387,R2329,R2632
R1443,R1021,R3035,R166,R1389,R2258,R2857
R1443,R1020,R3035,R166,R756,R2451,R2632
R1443,R1020,R2910,R40,R756,R2411,R2632
R1444,R1021,R3035,R125,R1389,R2328,R2857
R1443,R1021,R3035,R674,R1387,R2453,R2757
R1444,R1021,R3035,R20,R1389,R2883,R2852
R1443,R1021,R3035,R20,R756,R2951,R2757
R2068,R1021,R3035,R20,R1387,R2912,R2857
R1938,R1021,R2910,R40,R1387,R2911,R2782
R1968,R1021,R2910,R40,R756,R2911,R2757
R1963,R1021,R2910,R166,R1387,R2882,R2757
R1962,R896,R3035,R166,R756,R3076,R2757
R1962,R1021,R3035,R166,R756,R3007,R2757
R1962,R1021,R2910,R811,R756,R3007,R2757
R1963,R1021,R3035,R811,R1387,R3031,R2834
R1963,R1021,R3040,R811,R1387,R3078,R2759
R1963,R1021,R2910,R811,R756,R3006,R2759
R1963,R1021,R3035,R1349,R756,R3076,R2757
R1958,R1021,R3035,R1349,R756,R2887,R2807
R1958,R1021,R3035,R811,R756,R3011,R2757
R1958,R1021,R2285,R811,R756,R2952,R2757
R1958,R1021,R2285,R811,R756,R2911,R2856
R1958,R1021,R2285,R811,R756,R2953,R2857
R1984,R1021,R2285,R1583,R756,R2882,R2757
R1989,R1021,R2285,R937,R756,R2951,R2807
R1988,R1021,R2285,R937,R756,R2882,R2757
R1959,R1021,R2285,R811,R756,R3036,R2758
R1983,R1021,R2285,R166,R756,R2912,R2759
R1959,R1021,R2285,R166,R756,R3011,R2757
R1983,R1021,R2285,R811,R756,R2881,R2757
R2593,R1021,R2285,R811,R756,R2886,R2757
R2598,R1021,R2285,R811,R756,R2886,R2807
R2598,R1021,R2285,R811,R756,R2911,R2757
R2598,R1021,R2285,R1349,R756,R2953,R2757
R2598,R1021,R2285,R253,R756,R2888,R2832
R2598,R896,R2285,R811,R756,R3012,R2757
R2598,R896,R2285,R811,R756,R3011,R2757
R2593,R896,R2285,R40,R756,R2887,R2852
R2598,R896,R2285,R699,R756,R2911,R2757
R2598,R896,R2285,R40,R756,R3007,R2784
R2598,R896,R2285,R40,R756,R2912,R2764
R2598,R896,R1421,R40,R756,R2911,R2757
R2598,R896,R2046,R40,R756,R2882,R2757
R2598,R896,R2046,R40,R756,R2887,R2757
R2598,R896,R1421,R40,R756,R3006,R2757
R2598,R896,R1421,R40,R756,R2886,R2757
R2598,R896,R1396,R40,R756,R2327,R2827
R2598,R896,R1421,R40,R756,R2328,R2834
R2598,R896,R1523,R40,R756,R2328,R2757
R2587,R896,R1523,R40,R756,R2913,R2759
R2592,R896,R1523,R166,R1381,R2044,R2859
R2592,R896,R1523,R811,R1381,R2069,R2766
R2587,R822,R1523,R186,R1381,R2194,R2766
R2592,R822,R1523,R1583,R1381,R2169,R2766
R1962,R823,R1523,R1583,R1381,R2069,R2990
R1967,R822,R1523,R1583,R1381,R2169,R2765
R1962,R822,R1648,R937,R1381,R2169,R2816
R1967,R823,R1648,R186,R1381,R2069,R2819
R1962,R822,R1648,R186,R1381,R2044,R2899
R1967,R822,R1648,R166,R1381,R2194,R2990
R1967,R822,R2273,R186,R1381,R1604,R2899
R2592,R822,R1648,R186,R1381,R2069,R2941
R2592,R822,R2273,R186,R1381,R2194,R2891
R1963,R822,R1648,R186,R1381,R2104,R2960
R2592,R823,R2273,R166,R1381,R2104,R2990
R1967,R822,R1648,R40,R1381,R2169,R2891
R1962,R823,R1648,R40,R1381,R2194,R3119
R1962,R822,R2273,R40,R1381,R2229,R2891
R1967,R822,R2273,R40,R1381,R1604,R3119
R1967,R822,R2148,R40,R1381,R2194,R2924
R1967,R822,R2148,R166,R1381,R1604,R2891
R1962,R822,R2273,R166,R1381,R2169,R2891
R1937,R822,R1648,R1349,R1381,R1579,R2890
R1937,R822,R1648,R186,R1381,R2229,R2899
R1937,R823,R1648,R186,R1381,R2104,R2891
R1937,R822,R2273,R166,R1381,R2194,R2899
R1937,R822,R2273,R166,R1381,R2194,R2990
R1942,R822,R2273,R166,R1381,R1569,R2990
R1937,R822,R2148,R166,R1381,R1569,R2891
R1942,R822,R2148,R166,R1381,R1569,R2890
R1942,R823,R2148,R186,R1381,R1544,R2891
R1942,R822,R2273,R186,R1381,R1604,R3115
R1942,R822,R2273,R937,R1381,R1604,R2890
R1942,R823,R2273,R937,R1427,R1479,R3019
R1942,R822,R1648,R186,R1937,R1604,R3110
R1942,R823,R1523,R186,R1961,R1569,R3014
R1942,R822,R1648,R186,R1961,R2160,R3106
R1942,R822,R1648,R166,R703,R1535,R3101
R1971,R896,R1523,R40,R703,R1575,R3004
R1971,R896,R1523,R40,R703,R2160,R3004
R2071,R895,R1648,R40,R703,R2165,R3100
R2071,R895,R1648,R40,R703,R1575,R3075
R2071,R895,R1523,R187,R703,R2160,R3000
R2071,R895,R1523,R187,R703,R2160,R3001
R2071,R895,R1524,R937,R703,R1575,R3104
R2071,R895,R1523,R937,R703,R2155,R3001
R2071,R895,R1648,R937,R703,R2160,R3001
R2071,R895,R1523,R958,R703,R2160,R3001
R2071,R895,R1649,R958,R703,R1575,R3101
R2071,R895,R1523,R958,R703,R2160,R3100
R2071,R895,R1523,R958,R703,R1535,R3100
R2071,R895,R1523,R958,R703,R1575,R3001
R1446,R895,R1648,R958,R703,R2160,R3076
R1446,R895,R1648,R958,R703,R2160,R3076
R1446,R895,R1523,R958,R703,R2160,R3004
R1446,R895,R1523,R1578,R703,R1475,R3001
R1446,R895,R1648,R1729,R703,R2160,R3001
R1446,R895,R1648,R958,R703,R2160,R3001
R1471,R895,R1648,R1578,R703,R2140,R3001
R1471,R895,R1523,R958,R703,R2160,R3004
R1471,R895,R1523,R937,R703,R2160,R3004
R1472,R895,R2149,R937,R703,R2155,R3001
R1471,R895,R1648,R1578,R703,R2200,R3004
R1471,R895,R1648,R1578,R703,R2785,R3101
R1471,R895,R2148,R1374,R703,R2785,R3001
R2096,R895,R2148,R1374,R703,R2100,R3075
R2091,R895,R2148,R958,R703,R2785,R3001
R2096,R895,R2148,R1029,R703,R2780,R3101
R2091,R895,R2148,R958,R703,R2635,R2376
R2116,R1045,R1524,R958,R703,R2075,R2379
R2116,R920,R2148,R937,R703,R2785,R2376
R1461,R915,R2148,R187,R703,R2660,R2379
R1461,R915,R1523,R187,R1303,R1942,R2376
R1461,R915,R2148,R41,R1303,R1941,R1765
R1460,R842,R2148,R187,R1303,R1941,R1765
R1460,R847,R1648,R41,R1303,R1942,R2485
R1460,R847,R1523,R41,R1303,R1942,R2390
R1460,R842,R1523,R187,R1303,R1977,R2390
R1460,R842,R1523,R187,R1303,R1477,R2390
R1460,R842,R2148,R187,R1303,R2041,R2390
R1460,R847,R1523,R187,R1303,R1942,R2489
R2085,R842,R2148,R41,R1303,R2067,R2390
R2085,R847,R2148,R187,R1303,R1942,R2390
R2085,R841,R1523,R187,R1303,R2041,R1765
R2085,R841,R1523,R937,R1303,R1351,R1765
R2085,R842,R2148,R958,R1303,R1942,R1765
R2085,R842,R1523,R958,R1303,R1942,R1765
R2085,R842,R1523,R958,R1303,R1352,R1844
R2090,R841,R2148,R958,R1303,R1941,R1765
R2090,R867,R1648,R958,R1303,R1943,R1844
R2090,R841,R2148,R958,R1303,R1941,R1765
R2090,R842,R2148,R937,R1303,R1352,R1765
R2090,R842,R1523,R937,R1303,R1942,R1860
R2090,R841,R1523,R958,R1303,R1351,R1860
R2090,R861,R1648,R958,R1303,R1352,R1769
R2091,R861,R2148,R958,R1303,R1941,R1840
R2090,R861,R2148,R958,R1303,R1351,R1840
R2090,R866,R2148,R958,R1303,R1917,R1765
R2090,R866,R2148,R187,R1303,R1917,R1765
R2090,R986,R2149,R187,R1303,R1941,R541
R2090,R986,R2148,R187,R1303,R1941,R542
R2090,R986,R2148,R187,R1303,R1350,R616
R2090,R986,R2148,R41,R1303,R1942,R541
R2090,R986,R2148,R187,R1303,R1917,R542
R2090,R986,R2148,R187,R1303,R1978,R541
R2115,R861,R2273,R187,R1303,R1941,R624
R2115,R861,R2149,R958,R1303,R1976,R574
R2086,R861,R2148,R958,R1303,R1917,R542
R2115,R855,R2148,R937,R703,R2065,R591
R2110,R980,R2148,R1374,R703,R1916,R542
R2115,R855,R2148,R957,R703,R1976,R542
R2115,R855,R2148,R957,R703,R1942,R541
R2115,R855,R2148,R957,R703,R1976,R542
R2115,R855,R2148,R957,R703,R1915,R542
R2115,R861,R1524,R957,R703,R1942,R544
R2115,R855,R1524,R957,R703,R2102,R541
R2115,R230,R1524,R187,R703,R1942,R541
R2115,R230,R1524,R187,R703,R1917,R541
R2115,R230,R1524,R187,R703,R2101,R586
R2115,R230,R1524,R187,R703,R2566,R585
R2115,R236,R1523,R41,R703,R1942,R541
R2115,R236,R1524,R41,R703,R1941,R541
R2115,R230,R1524,R187,R703,R1978,R611
R2115,R236,R1524,R187,R703,R1977,R544
R2115,R230,R1524,R41,R703,R1977,R610
R2115,R236,R1524,R40,R703,R1942,R569
R2115,R230,R1524,R40,R703,R1976,R610
R2115,R230,R1524,R187,R703,R1942,R610
R2115,R231,R1523,R957,R703,R1941,R610
R2115,R236,R1524,R957,R703,R1976,R541
R1965,R230,R1524,R958,R703,R2066,R542
R1965,R230,R1524,R958,R703,R2101,R541
R1965,R230,R1524,R958,R703,R1941,R542
R1965,R231,R1523,R958,R703,R1977,R611
R1965,R230,R1523,R958,R703,R1942,R542
R1965,R230,R1523,R958,R703,R2066,R541
R1965,R230,R1524,R958,R703,R1941,R541
R1965,R230,R1524,R958,R703,R2066,R611
R2090,R230,R1524,R1579,R703,R1942,R610
R2090,R230,R1524,R1729,R703,R1942,R565
R2090,R231,R1523,R1729,R703,R1942,R543
R2090,R231,R1523,R1579,R703,R1352,R538
R2090,R231,R2020,R1579,R703,R1941,R542
R1971,R231,R2021,R1579,R703,R1353,R619
R1971,R232,R2046,R958,R702,R2883,R541
R1971,R232,R2045,R957,R702,R3038,R904
R2619,R232,R2020,R957,R702,R3031,R278
R2594,R232,R2020,R957,R702,R2912,R254
R2594,R232,R2045,R957,R702,R3011,R253
R1969,R232,R2045,R958,R702,R3011,R254
R1969,R232,R2045,R958,R702,R3011,R254
R1969,R232,R2021,R1604,R702,R2328,R1104
R1969,R232,R2021,R1604,R702,R2887,R954
R1969,R231,R2021,R958,R702,R2451,R879
R1969,R232,R2021,R957,R702,R2906,R253
R1969,R231,R2021,R957,R1303,R2906,R778
R1969,R227,R2021,R957,R1303,R2327,R803
R1969,R231,R2021,R957,R1303,R2326,R803
R1969,R231,R2021,R187,R1303,R2951,R778
R1969,R227,R2021,R957,R1303,R2886,R828
R1964,R226,R2566,R957,R1303,R2908,R778
R1964,R226,R1966,R958,R1303,R3011,R828
R1964,R226,R1966,R958,R1303,R2351,R778
R1964,R232,R2586,R958,R1303,R2912,R1453
R1964,R232,R2586,R878,R1303,R3012,R1603
R1969,R226,R2586,R958,R1303,R2911,R778
R1969,R226,R2586,R958,R1303,R2328,R1559
R1969,R226,R2591,R878,R1303,R2452,R1603
R1964,R232,R2591,R958,R1303,R2328,R778
R1964,R226,R2591,R1604,R1303,R2912,R778
R1964,R226,R2586,R1604,R1303,R2911,R1603
R1964,R232,R2586,R958,R1303,R2913,R779
R1989,R232,R1941,R1374,R1303,R3007,R779
R1989,R226,R2566,R1374,R1303,R3006,R778
R2614,R232,R2566,R957,R1303,R3011,R778
R2614,R227,R2586,R958,R1303,R2886,R778
R2614,R232,R2566,R958,R1303,R2906,R828
R2614,R226,R2566,R958,R1303,R2882,R828
R2614,R232,R2591,R1604,R1303,R2328,R1603
R2614,R232,R2586,R1654,R1303,R2907,R778
R2614,R201,R2586,R958,R1303,R2326,R784
R2614,R200,R2586,R957,R1303,R3006,R778
R2614,R300,R2586,R958,R1303,R2886,R1404
R2614,R275,R2586,R958,R1303,R2888,R778
R2614,R300,R2586,R958,R1303,R2953,R1404
R2614,R275,R2586,R187,R1303,R2351,R803
R2614,R275,R2586,R957,R1303,R2912,R778
R2614,R275,R2586,R957,R1303,R2952,R778
R2614,R275,R2586,R957,R1303,R2912,R778
R2614,R275,R2586,R957,R1303,R3011,R1603
R2614,R275,R2586,R957,R1303,R2887,R779
R2614,R275,R2591,R957,R1303,R2953,R1409
R2614,R275,R2586,R957,R1303,R2888,R778
R2614,R275,R2561,R957,R1303,R2327,R1559
R2614,R275,R2586,R957,R1303,R2952,R778
R2614,R275,R1941,R957,R1303,R3006,R1603
R2614,R275,R2586,R957,R1303,R3036,R778
R2614,R275,R2586,R957,R1303,R3006,R778
R2614,R275,R2586,R958,R1303,R2913,R778
R2614,R275,R2591,R958,R1429,R3013,R778
R2614,R275,R2591,R958,R1429,R2886,R1478
R2614,R275,R2566,R187,R1303,R2953,R1478
R2614,R275,R2586,R187,R1303,R3008,R778
R2614,R275,R2586,R41,R1303,R2911,R804
R2614,R275,R2586,R41,R1303,R2911,R1604
R2614,R275,R2561,R41,R1429,R2953,R1478
R2614,R275,R2586,R41,R1303,R3011,R828
R2614,R275,R2591,R41,R1303,R2887,R778
R2614,R275,R2591,R40,R1303,R3006,R828
R2614,R275,R2591,R957,R1303,R3031,R1603
R2614,R275,R2586,R957,R1303,R3101,R778
R2614,R275,R2561,R1604,R1303,R2883,R828
R2614,R275,R2561,R957,R1429,R2888,R778
R2614,R275,R2591,R957,R1429,R2953,R778
R2614,R275,R1919,R958,R1429,R2883,R804
R2732,R275,R1944,R958,R1439,R2883,R1478
R2732,R275,R1919,R958,R1429,R1941,R779
R2732,R275,R1919,R958,R1429,R2066,R1099
R2736,R201,R1919,R958,R1428,R1916,R340
R2731,R201,R1919,R958,R1429,R1978,R465
R2736,R201,R2044,R1604,R1428,R1916,R316
R2111,R201,R1919,R1729,R1429,R1977,R315
R2111,R202,R2044,R1729,R1429,R2543,R315
R2111,R76,R2044,R1729,R1429,R1917,R315
R2111,R76,R2044,R1604,R1429,R2041,R340
R2111,R76,R2043,R1604,R1429,R1941,R316
R2111,R76,R2043,R1604,R1439,R1977,R1115
R2111,R76,R2043,R1604,R1429,R2543,R316
R2106,R76,R2043,R958,R1429,R2538,R315
R2111,R76,R2668,R958,R2059,R2513,R316
R2111,R76,R2043,R958,R1429,R1977,R446
R2111,R76,R2043,R958,R1428,R2543,R446
R2106,R76,R2044,R958,R1428,R2543,R446
R2106,R76,R2044,R958,R1428,R2542,R446
R2106,R76,R2043,R958,R1428,R1937,R446
R2106,R76,R2044,R958,R2064,R2539,R446
R2106,R77,R2044,R958,R2059,R1913,R1074
R2106,R76,R2044,R187,R1429,R1953,R446
R2106,R77,R2044,R187,R2059,R2538,R1074
R2106,R76,R2043,R253,R1428,R1978,R446
R2106,R76,R2043,R253,R2064,R1918,R470
R2081,R76,R2043,R958,R1439,R1917,R1095
R2106,R77,R2043,R958,R2064,R1914,R1118
R2106,R76,R2043,R1604,R1429,R1292,R446
R2081,R77,R2043,R958,R1429,R1317,R449
R2081,R77,R2043,R958,R1428,R1291,R321
R2086,R77,R2044,R958,R2059,R1889,R470
R1461,R76,R2044,R958,R1429,R1441,R446
R1461,R76,R2043,R958,R1428,R1352,R446
R1461,R77,R2044,R958,R1439,R1292,R1115
R1461,R77,R2715,R958,R1429,R1353,R446
R1972,R77,R2565,R958,R2059,R1919,R471
R1972,R77,R2565,R958,R2064,R2884,R1074
R1972,R77,R2685,R958,R2059,R2387,R778
R1964,R150,R2565,R958,R1434,R2887,R1409
R1964,R151,R2690,R958,R2064,R2263,R778
R1963,R151,R2690,R958,R2064,R2263,R1603
R1938,R150,R2685,R958,R2059,R2883,R778
R1943,R151,R2690,R958,R2059,R2328,R803
R1938,R151,R2565,R958,R1434,R2382,R779
R1938,R151,R2690,R1604,R2064,R2258,R779
R1939,R151,R2690,R1604,R2064,R2883,R778
R2063,R151,R2565,R958,R1434,R2287,R778
R1943,R151,R2685,R958,R2059,R2452,R778
R2068,R151,R2685,R958,R2064,R2382,R778
R2063,R151,R2565,R958,R2064,R2258,R1603
R2063,R151,R2590,R187,R2064,R2263,R778
R2063,R151,R2565,R187,R2064,R2883,R778
R1438,R151,R2565,R187,R2064,R2257,R778
R1433,R151,R2685,R187,R2064,R2259,R779
R1433,R151,R2565,R187,R2064,R2263,R1478
R1433,R151,R2565,R187,R1434,R2452,R778
R1433,R151,R2565,R187,R1434,R2282,R778
R1433,R151,R2565,R187,R2059,R2328,R778
R1459,R276,R2690,R187,R2745,R2883,R1333
R1434,R276,R2686,R187,R2749,R2884,R1484
R1433,R276,R2686,R187,R2749,R2263,R1333
R1433,R276,R2686,R187,R2745,R2258,R1312
R1433,R276,R2565,R187,R2745,R2884,R1314
R1434,R276,R2590,R187,R2745,R2883,R1337
R1458,R276,R2590,R187,R2745,R3007,R1337
R1334,R276,R2595,R187,R2745,R3007,R1312
R1458,R276,R2595,R187,R2749,R3007,R1482
R1333,R560,R2595,R187,R2570,R3007,R1312
R1334,R560,R2590,R187,R2570,R2883,R1332
R1333,R440,R2590,R187,R2571,R2288,R1312
