sym0,sym1,sym2,sym3,sym4,sym5,sym6
R3104,R2860,R1185,R3004,R3107,R2578,R445
R3104,R2860,R1240,R3004,R3107,R2507,R420
R3104,R2860,R1215,R3004,R3107,R2579,R420
R3104,R2860,R1215,R3004,R3107,R2507,R1074
R3104,R2860,R1215,R3004,R3114,R2509,R445
R3104,R2865,R1215,R3004,R3114,R2509,R420
R2979,R2860,R1215,R3004,R3107,R2508,R420
R3104,R2860,R1215,R3004,R3107,R2578,R420
R2979,R2860,R1191,R3004,R2339,R2577,R1116
R2978,R2860,R1162,R3004,R2359,R2508,R316
R2978,R2860,R1133,R3004,R2358,R2508,R1099
R2978,R2860,R1134,R3004,R2964,R2508,R1124
R2979,R2935,R1134,R3004,R2359,R2509,R1074
R2979,R2930,R1133,R3004,R2359,R2508,R316
R2979,R2935,R1133,R3004,R2358,R2578,R1099
R2979,R2930,R1133,R3004,R2339,R2579,R1116
R2979,R2930,R1133,R3004,R2352,R2508,R316
R2979,R2930,R1133,R3004,R2339,R2508,R321
R2979,R2935,R1133,R3004,R2359,R2509,R1090
R2979,R2930,R1163,R3004,R2359,R2578,R1090
R2979,R2935,R1163,R3004,R2359,R2509,R446
R2979,R2930,R1163,R3004,R2358,R2507,R321
R2979,R2930,R1163,R3004,R2358,R2506,R446
R2979,R2930,R1163,R3004,R2339,R2508,R1115
R2979,R2935,R1163,R3004,R2358,R2509,R1090
R2979,R2930,R1163,R3004,R2352,R2508,R446
R2979,R2930,R1163,R3004,R2359,R2578,R446
R2979,R2935,R1163,R3004,R2339,R2509,R1115
R2979,R2930,R1163,R3004,R2359,R2507,R446
R2979,R2930,R1163,R3004,R2359,R2507,R321
R2979,R2935,R1163,R3004,R2964,R2579,R1115
R2979,R2930,R1163,R3004,R2358,R2578,R446
R2979,R2930,R1163,R3004,R2339,R2508,R1116
R2979,R2935,R1162,R3004,R2359,R2509,R446
R2979,R2935,R1157,R3004,R2358,R2508,R1091
R2979,R2930,R1162,R3004,R2339,R2578,R1124
R2979,R2930,R1157,R3004,R2359,R2508,R1099
R2979,R2930,R1162,R3004,R2359,R1417,R446
R2979,R2935,R1157,R3004,R2359,R1318,R321
R2979,R2935,R1157,R3004,R2964,R1293,R1074
R2979,R2930,R1162,R3024,R2358,R1291,R321
R2979,R2935,R1157,R3004,R2964,R1353,R1115
R2979,R2930,R1162,R3004,R2339,R1293,R1115
R2979,R2935,R1157,R3004,R2964,R1293,R1115
R2979,R2935,R1157,R3004,R2359,R1318,R446
R2979,R2935,R1157,R3004,R2352,R1293,R321
R2979,R2935,R1157,R3004,R2334,R1353,R971
R2979,R2935,R1157,R3004,R2334,R1318,R321
R2979,R2935,R1157,R2624,R2339,R1293,R1115
R3104,R2935,R1157,R2604,R2352,R1318,R1096
R3103,R2935,R1162,R2604,R2964,R1328,R321
R3102,R2935,R1162,R2604,R2359,R1317,R446
R3102,R2935,R1158,R2604,R2358,R1476,R471
R3102,R2935,R1157,R2604,R2352,R1478,R446
R3102,R2935,R1158,R2604,R2339,R1354,R1115
R3102,R2935,R1157,R2604,R2352,R1476,R1074
R3102,R2935,R1157,R2604,R2359,R1352,R471
R3102,R2935,R1157,R2624,R2352,R1317,R1095
R3102,R2935,R1157,R2604,R2352,R1443,R296
R3102,R2930,R1157,R2604,R2352,R1293,R470
R3102,R2930,R1157,R2604,R2352,R1352,R445
R3102,R2935,R1157,R2604,R2358,R1294,R1074
R3102,R2930,R1157,R2604,R2352,R1441,R446
R3102,R2930,R1157,R2604,R2352,R1317,R446
R3102,R2935,R1157,R2604,R2339,R1352,R1115
R3102,R2935,R1158,R2604,R2964,R1288,R1119
R3102,R2930,R1157,R2604,R2352,R1316,R321
R3102,R2810,R1157,R2604,R2352,R1293,R296
R3102,R2810,R1158,R2624,R2339,R1417,R1115
R3102,R2780,R557,R2604,R2359,R1441,R321
R3102,R2780,R557,R2604,R2352,R1292,R321
R3102,R2780,R1182,R2604,R2352,R1316,R321
R3102,R2810,R1182,R2604,R2358,R728,R321
R3102,R2780,R1182,R2604,R2352,R822,R321
R3102,R2780,R1182,R2604,R2339,R822,R1115
R3102,R2780,R1182,R2604,R2339,R857,R1115
R3102,R2780,R1182,R2604,R2359,R823,R321
R3102,R2780,R1182,R2604,R2352,R858,R321
R3102,R2785,R1182,R2604,R2358,R699,R321
R3102,R2810,R1182,R2604,R2358,R823,R321
R3102,R2785,R1182,R2604,R2974,R822,R1499
R3104,R2780,R1182,R2604,R2940,R857,R1470
R3104,R2806,R1182,R2604,R2949,R949,R1499
R3104,R2806,R1182,R2604,R2937,R949,R1349
R3104,R2737,R1182,R2604,R2937,R949,R1346
R3104,R2738,R1182,R2604,R3038,R979,R1346
R3104,R2738,R1182,R2604,R3044,R949,R1346
R3104,R2738,R1182,R2604,R3062,R984,R1346
R3104,R2738,R1207,R2604,R2937,R949,R1347
R3104,R2738,R1207,R2604,R2937,R949,R1346
R3104,R2738,R1207,R2604,R3038,R949,R1345
R3104,R2738,R1207,R2604,R3062,R949,R1346
R3104,R2738,R1207,R2604,R3038,R949,R1346
R3104,R2713,R1207,R2604,R3044,R949,R1370
R3104,R2738,R1207,R2604,R3037,R949,R1346
R3104,R2743,R1182,R2604,R3039,R949,R1346
R3104,R2743,R1182,R2604,R3038,R949,R1346
R3104,R2743,R557,R2604,R3044,R984,R1374
R3104,R2713,R1182,R2604,R3013,R949,R1346
R3104,R2713,R1182,R2624,R3019,R949,R1496
R3104,R2713,R1182,R2604,R3014,R949,R1346
R3104,R2713,R1182,R2604,R3014,R949,R1346
R3104,R2713,R1182,R2604,R3019,R984,R1371
R3104,R2743,R1182,R2624,R3019,R949,R1370
R2979,R2713,R1182,R2604,R3013,R949,R1346
R2979,R2713,R557,R2604,R3013,R984,R1346
R2979,R2713,R557,R2604,R3013,R984,R1346
R2979,R2713,R557,R2604,R3019,R949,R1496
R2979,R2713,R557,R2604,R3019,R979,R1499
R2979,R2713,R557,R2604,R3019,R324,R1496
R2979,R2713,R557,R2604,R3013,R324,R1474
R2954,R2713,R557,R2604,R3019,R349,R2124
R3054,R2718,R557,R2604,R3019,R349,R2121
R3054,R2588,R557,R2604,R3019,R349,R1346
R2429,R2588,R552,R2604,R3013,R359,R1346
R2404,R2588,R557,R2604,R3019,R349,R2099
R2429,R2588,R557,R2604,R3013,R359,R2099
R1803,R2593,R557,R2624,R3019,R359,R1346
R1803,R2718,R557,R2624,R3013,R1196,R1971
R2428,R2718,R557,R2604,R3012,R570,R1986
R2427,R2718,R557,R2604,R3012,R1197,R1938
R1777,R2593,R557,R2604,R3014,R1198,R1937
R1776,R2593,R557,R2604,R3012,R1196,R1937
R1776,R2593,R423,R2604,R3012,R1197,R1962
R1776,R2593,R318,R2604,R3012,R571,R1964
R1776,R2593,R293,R2604,R3012,R606,R1962
R1776,R2593,R293,R2604,R3012,R1198,R1962
R1776,R2593,R318,R2604,R3012,R1233,R1937
R1151,R2593,R298,R2604,R3012,R1197,R1937
R1151,R2593,R293,R2604,R3012,R1196,R1937
R1151,R2593,R318,R2604,R3012,R1197,R1937
R1151,R2593,R293,R2604,R3012,R1233,R1937
R1151,R2593,R418,R2604,R3012,R1197,R1962
R1151,R2593,R418,R2604,R3037,R1197,R1937
R1151,R2593,R298,R2604,R3037,R603,R1964
R1151,R2593,R293,R2604,R3037,R608,R1937
R1151,R2593,R323,R2604,R2412,R1197,R1937
R1151,R2593,R298,R2604,R2389,R1228,R2111
R1151,R2593,R293,R2620,R2412,R1197,R1937
R1151,R2593,R318,R2620,R2389,R1197,R1937
R1151,R2593,R293,R2620,R2412,R1228,R1937
R1151,R2593,R318,R2620,R2389,R1195,R2112
R1151,R2593,R318,R2620,R2412,R572,R1937
R1151,R2593,R443,R2620,R2411,R1196,R1937
R1151,R2593,R318,R2620,R2411,R607,R1964
R1151,R2593,R318,R2620,R2389,R571,R2112
R1151,R2593,R318,R2624,R2411,R572,R1912
R1151,R2593,R318,R2620,R3019,R608,R2112
R1151,R2593,R318,R2620,R3037,R571,R1937
R1151,R2593,R318,R2620,R2412,R571,R1937
R1151,R2593,R318,R2620,R2411,R573,R1937
R526,R2593,R318,R2620,R2411,R572,R1912
R526,R2568,R317,R2620,R2411,R606,R1912
R532,R2593,R317,R2620,R2412,R572,R1912
R532,R2593,R442,R2620,R3019,R349,R2112
R532,R2593,R318,R2620,R3019,R349,R2071
R1129,R2593,R318,R2620,R2411,R324,R2096
R504,R2594,R318,R2620,R3019,R359,R2124
R503,R2593,R317,R2620,R3037,R359,R2071
R503,R2593,R442,R2620,R3012,R324,R2099
R503,R2593,R417,R2620,R2411,R359,R2071
R503,R2593,R442,R2620,R2411,R324,R2096
R503,R2593,R447,R2620,R2411,R324,R2071
R503,R2594,R447,R2620,R3019,R349,R2120
R503,R2594,R447,R2620,R3012,R349,R2095
R502,R2594,R447,R2624,R3012,R349,R2071
R503,R2594,R422,R2624,R3037,R359,R2099
R503,R2593,R422,R2624,R2411,R324,R2071
R503,R2593,R447,R2620,R2394,R359,R2120
R503,R2593,R447,R2620,R3019,R349,R2120
R503,R2593,R447,R2620,R3012,R349,R2071
R503,R2594,R422,R2620,R3019,R349,R2071
R503,R2593,R417,R2620,R3013,R484,R2120
R503,R2593,R442,R2620,R3012,R349,R2120
R503,R2593,R447,R3020,R3019,R349,R2120
R503,R2594,R447,R3020,R3019,R359,R2095
R503,R2594,R422,R3020,R3019,R359,R2121
R503,R2593,R447,R3024,R3012,R349,R2074
R503,R2593,R447,R3024,R3019,R349,R2095
R503,R2593,R447,R3024,R3019,R349,R2099
R503,R2594,R447,R3020,R3019,R349,R2071
R503,R2594,R447,R3020,R3012,R349,R2120
R503,R2593,R442,R3020,R3012,R359,R2071
R503,R2594,R447,R3020,R3012,R359,R2071
R503,R2594,R442,R3020,R3013,R349,R2070
R503,R2594,R417,R3020,R3012,R359,R2074
R504,R2593,R442,R3020,R3013,R349,R2046
R503,R2594,R447,R3020,R3019,R364,R2745
R503,R2568,R447,R3020,R3012,R364,R2046
R502,R2569,R442,R3020,R3012,R359,R2095
R502,R2568,R417,R3020,R3013,R232,R2095
R502,R1943,R442,R3020,R3013,R223,R2174
R502,R2011,R418,R2395,R3013,R221,R2170
R502,R2012,R447,R2395,R3012,R222,R2199
R502,R2012,R447,R3020,R3012,R224,R2199
R502,R2012,R442,R3024,R3012,R233,R2220
R502,R2011,R442,R3021,R3012,R236,R2220
R502,R2012,R422,R3020,R3013,R223,R2170
R502,R2012,R422,R2395,R3019,R231,R2870
R502,R2012,R447,R2395,R3012,R231,R2170
R502,R2012,R447,R2390,R3014,R221,R2870
R502,R2012,R447,R2395,R3012,R236,R2170
R502,R2012,R447,R2395,R3014,R236,R2870
R502,R2012,R447,R2395,R3019,R223,R2870
R502,R2017,R447,R2395,R3038,R222,R2270
R502,R2011,R447,R2395,R2411,R222,R2495
R502,R2011,R422,R3021,R2414,R198,R2370
R502,R2011,R422,R3021,R2411,R223,R2270
R502,R2012,R422,R3024,R2412,R222,R2499
R502,R1887,R447,R3024,R2280,R221,R2270
R502,R1887,R447,R3020,R2280,R236,R2345
R502,R1887,R422,R3020,R2280,R232,R2270
R502,R1887,R422,R3020,R2414,R221,R2495
R502,R1892,R447,R2395,R2414,R221,R2349
R502,R1887,R447,R2395,R2280,R220,R2270
R502,R1887,R447,R2395,R2280,R237,R2274
R502,R1887,R447,R2395,R2280,R235,R2370
R507,R1887,R422,R3020,R2411,R221,R2370
R507,R1887,R447,R3020,R2280,R221,R2270
R507,R1887,R447,R2395,R2280,R220,R2270
R507,R1887,R447,R2395,R2280,R220,R2270
R507,R1887,R447,R2395,R2280,R220,R2270
R507,R1887,R447,R2395,R2280,R220,R2899
R507,R1887,R447,R2395,R2280,R237,R2270
R507,R1887,R340,R2399,R2280,R220,R2895
R507,R1892,R340,R2395,R2280,R236,R2895
R507,R1892,R340,R2395,R2280,R355,R3049
R507,R1892,R345,R2395,R2280,R355,R2980
R506,R1948,R465,R2381,R2280,R355,R2980
R506,R1918,R320,R2395,R2280,R470,R2885
R506,R1923,R465,R2395,R2280,R470,R2939
R506,R1923,R340,R2399,R2280,R470,R2889
R506,R1923,R211,R2396,R2280,R480,R2989
R506,R1918,R236,R2392,R2280,R345,R2980
R506,R1918,R236,R2396,R2280,R355,R2885
R506,R1918,R236,R2377,R2280,R355,R2980
R506,R1918,R236,R2395,R2280,R480,R2885
R505,R1918,R211,R2395,R2280,R355,R2886
R505,R1948,R211,R2395,R2280,R470,R2889
R505,R1948,R211,R2395,R2280,R470,R2885
R506,R1918,R236,R2395,R2280,R480,R2935
R506,R1918,R236,R2395,R2280,R355,R2935
R506,R1918,R236,R2395,R2280,R355,R2885
R506,R1918,R236,R2395,R2280,R345,R2885
R506,R1918,R211,R2395,R2280,R345,R2885
R506,R1918,R211,R2395,R2280,R470,R3105
R506,R1918,R236,R2395,R2280,R345,R2885
R506,R1918,R236,R2395,R2280,R355,R2910
R381,R1948,R211,R2396,R2280,R345,R2889
R380,R1918,R236,R2381,R2280,R470,R2980
R380,R1918,R236,R2395,R2280,R470,R2885
R381,R1918,R236,R2395,R2280,R470,R2889
R380,R1918,R236,R2399,R2280,R470,R2885
R380,R1923,R236,R2395,R2280,R470,R2980
R380,R1918,R236,R2395,R2280,R470,R2885
R381,R1918,R211,R2395,R2280,R470,R2885
R506,R1918,R211,R2395,R2280,R480,R2889
R506,R1918,R236,R2395,R2280,R480,R2885
R506,R1918,R211,R2395,R2280,R480,R2885
R506,R1918,R236,R2395,R2280,R470,R2885
R506,R1918,R218,R2395,R2280,R470,R3080
R506,R1913,R218,R2395,R2280,R345,R2885
R506,R1938,R218,R2395,R2411,R494,R2885
R506,R1944,R218,R2395,R2411,R474,R2766
R507,R1944,R218,R2270,R2411,R474,R2974
R507,R1944,R218,R2270,R2411,R489,R2766
R507,R1944,R218,R2270,R2411,R474,R2924
R507,R1944,R218,R2391,R2411,R474,R2899
R507,R1938,R317,R2391,R2411,R474,R2890
R507,R1944,R317,R2391,R2411,R349,R2940
R507,R1938,R317,R2391,R2411,R474,R2890
R507,R1938,R342,R2391,R2411,R474,R2891
R507,R1944,R317,R2391,R2411,R489,R2894
R507,R1938,R317,R2376,R2411,R494,R2966
R507,R1938,R317,R2376,R2411,R489,R2969
R507,R1944,R317,R2270,R2411,R474,R2890
R507,R1944,R317,R2270,R2411,R474,R2994
R507,R1938,R317,R2270,R2411,R474,R2891
R507,R1938,R317,R2270,R2411,R494,R2990
R507,R1939,R317,R2270,R2411,R474,R2891
R382,R1939,R317,R2391,R2411,R494,R2940
R382,R1938,R317,R2391,R2411,R474,R2891
R382,R1939,R342,R2270,R2411,R474,R2891
R382,R1939,R317,R2270,R2411,R489,R2891
R382,R1938,R317,R2270,R2411,R474,R2899
R382,R1938,R108,R2270,R2411,R474,R2894
R382,R1938,R108,R2270,R2411,R489,R2890
R382,R1938,R108,R2270,R2411,R474,R3119
R382,R1938,R233,R2270,R2411,R359,R3110
R382,R1938,R107,R2391,R2411,R349,R2890
R382,R1939,R108,R2391,R2411,R474,R2890
R382,R1939,R107,R2391,R2411,R359,R2891
R382,R1938,R232,R2391,R2411,R349,R2915
R382,R1938,R107,R2391,R2411,R349,R2915
R382,R1939,R233,R2391,R2411,R349,R2894
R382,R1938,R233,R2349,R2411,R349,R2890
R382,R1939,R100,R2270,R2411,R474,R2890
R381,R1944,R100,R2270,R2411,R349,R2890
R382,R1913,R100,R2380,R2280,R345,R2915
R381,R1918,R100,R2270,R2280,R345,R3010
R380,R1887,R100,R2270,R2280,R345,R3014
R380,R1882,R100,R2270,R2280,R345,R3005
R380,R1887,R100,R2265,R2280,R345,R3014
R380,R1887,R100,R2270,R2280,R355,R3010
R380,R1882,R105,R2270,R2280,R355,R3005
R380,R1882,R105,R2270,R2280,R345,R3005
R380,R1882,R105,R2270,R2280,R320,R3105
R380,R1882,R100,R2270,R2280,R445,R3005
R380,R1882,R100,R2270,R2280,R345,R3005
R380,R1882,R100,R2270,R2280,R355,R3005
R380,R1882,R105,R2270,R2280,R355,R3105
R380,R1882,R105,R2270,R2280,R355,R3005
R380,R1882,R105,R2266,R2280,R345,R3005
R380,R1882,R100,R2266,R2280,R345,R3109
R380,R1882,R100,R2266,R2280,R345,R3005
R385,R1882,R100,R2266,R2280,R345,R3105
R385,R1882,R100,R2266,R2280,R355,R3005
R385,R1882,R100,R2266,R2280,R345,R3105
R385,R1882,R105,R2266,R2280,R345,R3105
R385,R1882,R100,R2266,R2280,R355,R3005
R395,R2271,R105,R2480,R1095,R355,R3005
R395,R2271,R101,R2476,R1120,R345,R3001
R395,R2271,R101,R2476,R1120,R345,R3002
R395,R2271,R102,R2477,R1110,R445,R3004
R395,R2271,R101,R2476,R1110,R320,R3004
R395,R2271,R106,R2499,R1110,R320,R3001
R395,R2271,R106,R2476,R1110,R320,R3004
R395,R2295,R106,R2477,R1110,R355,R2376
R390,R2295,R106,R2477,R1110,R320,R2376
R390,R2421,R105,R2293,R1110,R320,R2377
R385,R2421,R101,R2349,R1110,R355,R2379
R380,R2421,R727,R2349,R1110,R320,R2377
R380,R2421,R851,R2253,R1110,R320,R2476
R380,R2421,R851,R2293,R1110,R320,R2376
R380,R2447,R230,R2293,R1115,R232,R2376
R380,R2421,R730,R2293,R1115,R230,R2385
R381,R2421,R730,R2288,R1115,R230,R2385
R381,R2422,R730,R2288,R1115,R221,R2460
R381,R2447,R730,R2476,R1115,R221,R2394
R382,R2421,R851,R2481,R1115,R231,R2385
R382,R2447,R851,R2480,R1115,R221,R1769
R382,R2446,R851,R2480,R1115,R196,R1761
R382,R2446,R851,R2480,R1115,R231,R1761
R382,R2446,R726,R2480,R1115,R231,R1769
R382,R2446,R726,R2481,R1115,R230,R1860
R382,R2446,R726,R2481,R1115,R231,R1861
R382,R2446,R726,R2481,R1115,R220,R1766
R382,R2446,R726,R2499,R1115,R231,R1765
R382,R2446,R730,R2481,R1115,R231,R1765
R382,R2446,R105,R2477,R1115,R221,R1869
R382,R2446,R730,R2477,R1115,R230,R1766
R386,R2446,R730,R2477,R1115,R231,R1766
R387,R2446,R730,R2478,R1115,R220,R1790
R386,R2446,R730,R2478,R1115,R231,R1860
R387,R2466,R730,R2478,R1115,R220,R542
R386,R2466,R730,R2477,R1115,R221,R542
R392,R2471,R730,R2476,R1115,R221,R546
R392,R2466,R735,R2476,R1115,R230,R615
R392,R2466,R735,R2477,R1115,R231,R615
R392,R2471,R735,R2476,R1115,R221,R574
R387,R2466,R735,R2476,R1115,R846,R542
R392,R2466,R730,R2476,R1115,R855,R542
R386,R2466,R735,R2476,R1115,R856,R566
R386,R2466,R735,R2476,R1115,R855,R566
R381,R2466,R735,R2480,R1115,R820,R542
R381,R2472,R735,R2291,R1115,R857,R591
R381,R2472,R730,R2291,R1115,R821,R542
R406,R2466,R726,R2291,R1115,R820,R542
R406,R2466,R734,R2291,R1115,R855,R542
R406,R2472,R733,R2291,R1115,R821,R619
R406,R2472,R737,R2291,R1115,R820,R542
R406,R2472,R737,R2288,R1115,R820,R586
R410,R2499,R737,R2308,R1115,R821,R544
R410,R2499,R737,R2308,R1115,R821,R544
R405,R2499,R737,R2308,R1115,R845,R537
R1030,R2499,R737,R2308,R1115,R856,R537
R1030,R2499,R729,R2287,R1115,R820,R569
R1030,R2499,R729,R2287,R1115,R820,R587
R1030,R2499,R729,R2287,R1115,R821,R587
R1030,R2499,R729,R2287,R1115,R820,R537
R1030,R2499,R729,R2287,R1115,R820,R569
R1035,R2499,R729,R2253,R1115,R821,R611
R1035,R2499,R729,R2287,R1115,R822,R537
R1035,R2499,R729,R2291,R1115,R857,R516
R1035,R2499,R733,R2291,R1115,R856,R516
R1035,R2499,R737,R2291,R1115,R845,R549
R420,R2499,R737,R2291,R367,R821,R611
R1045,R2499,R738,R2291,R367,R821,R619
R1045,R2499,R734,R2291,R367,R845,R586
R1045,R2499,R734,R2291,R367,R821,R541
R1045,R2499,R734,R2291,R367,R820,R542
R1045,R2499,R734,R2291,R367,R820,R611
R420,R2499,R734,R2291,R367,R820,R540
R420,R2499,R738,R2024,R367,R820,R615
R420,R2499,R742,R2253,R367,R821,R619
R420,R2499,R742,R2287,R367,R820,R549
R420,R2499,R738,R2329,R367,R821,R610
R420,R2499,R738,R2308,R367,R857,R549
R420,R2499,R738,R2308,R367,R821,R549
R1045,R2499,R738,R2308,R367,R856,R611
R1045,R2499,R738,R2308,R367,R856,R611
R1045,R2499,R738,R2308,R367,R821,R612
R1045,R2499,R734,R2308,R367,R821,R537
R1045,R2499,R729,R2308,R367,R856,R537
R1045,R2499,R729,R2287,R367,R822,R565
R1046,R2494,R734,R2287,R367,R822,R541
R1046,R2488,R737,R2287,R236,R1191,R565
R1046,R2493,R738,R2308,R236,R1227,R278
R1047,R2462,R737,R2333,R236,R1226,R253
R1047,R2462,R738,R2253,R236,R1226,R1103
R1047,R2462,R737,R2308,R236,R1191,R904
R1047,R2462,R734,R2333,R236,R1227,R279
R1047,R2462,R834,R2329,R236,R1228,R279
R1047,R2462,R834,R2329,R236,R1191,R954
R1047,R2462,R839,R2329,R236,R1167,R329
R1048,R2462,R839,R2308,R236,R1191,R278
R1047,R2462,R838,R2308,R236,R1170,R254
R1047,R2462,R839,R2308,R236,R1191,R254
R1048,R2462,R839,R2308,R236,R1191,R278
R1047,R2462,R839,R2308,R236,R1227,R979
R1048,R2463,R839,R2308,R236,R1226,R879
R1047,R1837,R839,R2308,R236,R1193,R279
R1048,R1838,R834,R1999,R236,R1193,R904
R1048,R1837,R839,R1666,R236,R1225,R979
R1047,R1812,R834,R1666,R236,R1191,R254
R1048,R1808,R839,R1665,R236,R1226,R979
R1047,R1808,R839,R1666,R236,R1226,R954
R1048,R1838,R839,R1666,R236,R1227,R279
R1047,R1838,R839,R1665,R236,R1192,R254
R1047,R1838,R814,R1666,R236,R1226,R279
R1047,R1838,R814,R1949,R236,R1192,R904
R922,R1807,R814,R1666,R236,R1191,R279
R922,R1838,R814,R2312,R236,R1166,R979
R922,R1838,R814,R2312,R236,R1167,R954
R922,R1838,R814,R2312,R236,R1187,R279
R922,R1838,R814,R2312,R236,R1192,R279
R922,R1808,R814,R2312,R236,R1192,R279
R922,R1808,R814,R2312,R236,R1226,R979
R922,R1808,R814,R2312,R236,R1226,R279
R917,R1808,R1703,R1666,R236,R1191,R954
R922,R1808,R1703,R2312,R236,R1167,R954
R922,R1808,R1703,R2312,R342,R1226,R828
R922,R1807,R1703,R2308,R217,R1226,R803
R922,R1807,R1703,R2312,R217,R1226,R1603
R922,R1807,R1703,R1374,R217,R1191,R778
R917,R1807,R1703,R1374,R217,R1166,R778
R918,R1807,R1703,R1708,R217,R1191,R778
R918,R1812,R1703,R1666,R217,R1227,R828
R918,R1807,R829,R1666,R217,R1192,R778
R918,R1812,R829,R1687,R217,R1167,R1604
R918,R1812,R854,R1708,R217,R1166,R1478
R918,R1812,R854,R1708,R217,R1227,R778
R918,R1812,R1479,R1687,R217,R1228,R1478
R919,R1807,R854,R1687,R217,R1191,R803
R918,R1782,R854,R1708,R217,R1226,R778
R918,R1782,R829,R1708,R217,R1165,R778
R918,R1812,R829,R1708,R217,R1202,R778
R918,R1782,R829,R1708,R217,R1166,R1478
R918,R1812,R854,R1708,R342,R1227,R778
R923,R1812,R854,R1708,R342,R1192,R778
R923,R1782,R854,R1708,R217,R1192,R1478
R923,R1807,R829,R1687,R342,R1228,R1434
R923,R1782,R854,R1687,R217,R1191,R778
R923,R1808,R854,R1687,R342,R1192,R828
R923,R1782,R829,R1687,R217,R1191,R778
R923,R1782,R1454,R1687,R217,R1165,R778
R923,R1782,R1454,R1687,R217,R1165,R778
R923,R1807,R1454,R1687,R342,R1167,R778
R923,R1808,R1454,R1666,R342,R1168,R1478
R923,R1808,R1579,R1666,R342,R1228,R828
R923,R1808,R1454,R1666,R342,R1228,R1434
R923,R1778,R1454,R1687,R217,R1201,R1609
R1543,R1778,R1454,R1666,R217,R1786,R803
R1543,R1808,R1454,R1666,R217,R1762,R1434
R1543,R1777,R1454,R1626,R344,R1827,R1603
R1562,R1777,R1454,R1666,R217,R1167,R778
R1567,R1777,R1477,R1666,R344,R1786,R1478
R1557,R1778,R1477,R1666,R344,R1811,R1478
R1557,R1778,R1476,R1708,R217,R975,R778
R1557,R1777,R1477,R1708,R342,R1535,R907
R1570,R1778,R1477,R1708,R217,R1535,R907
R1571,R1778,R1477,R1708,R968,R950,R932
R1570,R1777,R1477,R1708,R344,R940,R982
R1570,R1777,R1477,R1708,R342,R975,R907
R1570,R1778,R1476,R1708,R342,R1385,R934
R1570,R1778,R1601,R1708,R342,R910,R907
R1570,R1778,R1601,R1654,R974,R910,R982
R1570,R1778,R1576,R1708,R342,R975,R907
R1571,R1778,R1452,R1708,R968,R950,R934
R1570,R1778,R1476,R1687,R217,R1535,R907
R1571,R1778,R1476,R1687,R342,R950,R957
R1571,R1778,R1476,R1708,R217,R1385,R907
R1571,R1778,R1476,R1708,R217,R825,R907
R1571,R1778,R1476,R1729,R217,R910,R907
R1571,R1778,R1477,R1708,R342,R950,R908
R1570,R1778,R1476,R1708,R217,R1540,R908
R1570,R1778,R1476,R1708,R344,R975,R957
R1570,R1778,R1601,R1708,R344,R975,R957
R1570,R1778,R1476,R1708,R217,R950,R907
R1570,R1778,R1476,R1708,R349,R1510,R982
R1570,R1778,R1476,R1708,R342,R760,R907
R1570,R1778,R2226,R1708,R349,R915,R909
R945,R1778,R2226,R1708,R342,R915,R907
R945,R1778,R2226,R1708,R217,R950,R957
