sym0,sym1,sym2,sym3,sym4,sym5,sym6
R654458,R595,R2622471,R5627,R49527,R3832004,R2981735
R655108,R596,R2622496,R5627,R49527,R3835495,R872360
R654457,R596,R2622346,R5627,R49527,R3725565,R794205
R654457,R596,R2544196,R5627,R49527,R3832136,R872365
R654482,R596,R2544198,R6159,R49527,R3726168,R2825450
R576358,R595,R2544247,R5636,R49527,R3723194,R873106
R576358,R596,R2544246,R6744,R49527,R3644864,R3059745
R576358,R596,R2544246,R6744,R49527,R3647862,R2981735
R576358,R596,R2544363,R6744,R49527,R3710248,R872360
R576332,R596,R2544349,R6744,R49527,R3726168,R872365
R576332,R595,R2544247,R6744,R49527,R3725831,R872360
R576332,R595,R2544346,R6744,R49527,R3831515,R3059740
R576332,R595,R2544324,R6744,R49527,R3831670,R872365
R573207,R595,R5323095,R5636,R49527,R3723145,R2981740
R576332,R595,R5323073,R6744,R49527,R3648059,R2981740
R576332,R595,R5323123,R6744,R64327,R3832082,R2587961
R576332,R594,R5323118,R6753,R47157,R3832013,R2510557
R576332,R594,R5323072,R6744,R47157,R3832547,R5009716
R576333,R594,R5323092,R5189,R47157,R3722567,R2432462
R573208,R594,R5323070,R5189,R47157,R3644002,R2431711
R573833,R594,R5323121,R5663,R47157,R3722016,R2431712
R573833,R594,R5323095,R5636,R47157,R3835542,R2587848
R573833,R594,R2593568,R5636,R47157,R3726122,R2431711
R573833,R594,R2593588,R5654,R47157,R3647869,R5013452
R573833,R594,R2671586,R5663,R47157,R3644749,R4619091
R573833,R594,R2671591,R5663,R47157,R3834938,R2431711
R573833,R594,R4624716,R5654,R47157,R3838682,R4619081
R574484,R594,R2671611,R5654,R47157,R3722592,R2510577
R573833,R593,R2671570,R5663,R47157,R3832028,R2431712
R573833,R593,R2593585,R5672,R47157,R3641959,R2432462
R573833,R594,R2593564,R5672,R47157,R3756850,R2431711
R573833,R593,R2593607,R5672,R47157,R3644458,R4619091
R573833,R594,R2671570,R5672,R165150,R3835543,R2431706
R576958,R594,R2671570,R5672,R165150,R3725546,R2431711
R576958,R593,R2671741,R5663,R47157,R3726332,R4619091
R576958,R594,R2593589,R5654,R165150,R3838612,R4482302
R576958,R593,R2671570,R5654,R47157,R3722012,R2431711
R576958,R594,R2671673,R5654,R165150,R3726168,R2587961
R576958,R593,R2593607,R5654,R47157,R3722730,R2431711
R576958,R593,R4546566,R5654,R47157,R3641384,R2431712
R576958,R593,R4546566,R5654,R47157,R3642629,R2431712
R576958,R594,R4546545,R5654,R165150,R3647924,R2431711
R576958,R594,R4546643,R5636,R165150,R3651639,R4619086
R576958,R594,R4937313,R5627,R165150,R3838612,R2587961
R576958,R594,R4546689,R5627,R165150,R3839224,R4482307
R576957,R593,R4546714,R5654,R47157,R3754458,R5029057
R964484,R593,R4545976,R5636,R47157,R5582584,R2511202
R964458,R594,R4546689,R5636,R47157,R5508489,R4481822
R964458,R593,R4546714,R5611,R62043,R5711979,R5009717
R976332,R593,R4546643,R5627,R47157,R3648059,R2431712
R979457,R592,R4617571,R5627,R62043,R5583266,R4619091
R973459,R592,R4617604,R5627,R62043,R5660095,R4619711
R973459,R592,R4614446,R5663,R47157,R3048381,R2431712
R973459,R592,R4617587,R5663,R64308,R4799223,R2834758
R981727,R592,R4617566,R5672,R47157,R4799030,R2834758
R982354,R592,R4617602,R5672,R182055,R2970233,R2914254
R981727,R592,R4617566,R5672,R62043,R2939013,R3069008
R981728,R592,R4617729,R5663,R64308,R3049224,R2834758
R981727,R592,R4613918,R5663,R165150,R4331024,R2919628
R981727,R592,R5004541,R5663,R165150,R2845772,R2834753
R981728,R592,R5004591,R5621,R179687,R2845491,R3069633
R981728,R592,R4926477,R5663,R64308,R3048965,R2834758
R982354,R592,R4538984,R5663,R182055,R2971577,R2921149
R981727,R592,R4613791,R5654,R47157,R4799642,R2835383
R982353,R592,R4613857,R5654,R165150,R2971742,R2993004
R982352,R592,R4613992,R5663,R47157,R4331075,R2835378
R982352,R592,R4613992,R5672,R47157,R2580695,R2834758
R982352,R592,R4613962,R5681,R47157,R2845096,R2834758
R982352,R592,R4617043,R5663,R165150,R2971813,R2837878
R981727,R592,R4613837,R5663,R47157,R4814655,R2837878
R981727,R592,R4613822,R5663,R62043,R3048259,R2990894
R981727,R592,R5004571,R5663,R62043,R3048884,R2990894
R981727,R592,R4613821,R5663,R47157,R2971856,R2834758
R981727,R592,R4613919,R5663,R179687,R4721867,R3069633
R981727,R592,R4613919,R5663,R165150,R2378061,R2835383
R981726,R592,R6957541,R5672,R179686,R2861675,R2841148
R591101,R592,R6957540,R5672,R165150,R2861794,R2834758
R591101,R592,R6957612,R5672,R47157,R2971482,R2990894
R576229,R592,R6492108,R5654,R182055,R2581233,R2835509
R576229,R592,R6492108,R5654,R179686,R4330952,R3069889
R591101,R592,R6570041,R5527,R179686,R4814662,R3069013
R591101,R592,R6882709,R5527,R179686,R2970607,R3069633
R591101,R582,R6570169,R5527,R47157,R2471168,R2841648
R591101,R582,R6492084,R4527,R182055,R2861818,R2913628
R591101,R582,R6492019,R5527,R165150,R2581134,R2935379
R591102,R581,R6882643,R5527,R62043,R4331187,R3069008
R591103,R583,R4936085,R5636,R64308,R4798232,R2834758
R575566,R583,R4936540,R5654,R47157,R4799051,R2835383
R575566,R584,R4935915,R5654,R181983,R2665279,R2834758
R575566,R584,R4936540,R5179,R64333,R2555275,R987881
R575585,R588,R4857981,R4663,R182032,R2667973,R987881
R575565,R588,R4936040,R4663,R64333,R2565757,R987881
R575560,R588,R4936643,R4663,R181983,R2178679,R3435377
R575565,R588,R4935915,R4663,R64333,R2567654,R987881
R575560,R588,R4936143,R4663,R181983,R2558063,R987881
R575560,R588,R4936045,R4663,R179718,R2215071,R3484776
R575585,R588,R4545482,R5672,R179681,R2168225,R987881
R575585,R578,R4936106,R5672,R179681,R2093622,R3487906
R575585,R578,R4858109,R5621,R180063,R4046792,R3487906
R575560,R578,R4936070,R4663,R64333,R2547020,R3408027
R575585,R578,R4936065,R4663,R179718,R2558836,R3487876
R575585,R578,R4936071,R4663,R182032,R2555078,R3435377
R575565,R578,R4936173,R5672,R181983,R2179503,R987906
R575585,R578,R4936111,R4554,R179681,R2281092,R987881
R575585,R578,R4936045,R4554,R64333,R2281161,R987881
R575560,R578,R4936116,R4554,R179718,R2557820,R3487881
R575585,R578,R4936085,R4554,R181983,R2167974,R3410527
R575585,R578,R4936106,R4663,R179718,R2555093,R3487881
R575614,R578,R4936107,R4663,R182032,R2590084,R3408652
R575560,R578,R4936219,R4663,R179718,R2406229,R3497127
R575560,R477,R4936144,R5189,R64333,R2566402,R987906
R575560,R477,R6889172,R4554,R64333,R2163518,R987876
R575585,R477,R6889172,R4663,R64333,R2272918,R987881
R575585,R477,R6889195,R4663,R179718,R2665139,R3484643
R575585,R478,R6811173,R4663,R181983,R2167923,R987881
R575585,R477,R6811148,R4663,R181983,R2664444,R3044151
R575585,R477,R6811148,R4554,R181983,R2550766,R3435377
R575614,R477,R6811107,R4554,R182032,R2660730,R3408652
R575585,R477,R6889273,R4663,R64333,R2281166,R3356771
R575585,R478,R6889237,R4663,R180063,R2273617,R3487881
R575585,R478,R6889236,R4663,R180063,R2667371,R3487881
R575585,R477,R6889216,R4554,R64333,R4043259,R987881
R575585,R477,R6566321,R4554,R179718,R2552034,R987881
R575975,R477,R6956921,R4554,R182032,R2550780,R2941006
R575975,R477,R6566464,R4554,R179692,R5714724,R3487881
R575975,R477,R6488357,R4589,R179692,R5508814,R4619238
R573787,R482,R6566321,R3227,R64321,R5582509,R2431738
R573787,R482,R6566321,R3227,R181971,R5198700,R2431863
R574464,R482,R6566321,R4327,R64321,R5715140,R2510604
R574412,R482,R6566463,R4436,R182062,R5604938,R2431738
R574438,R482,R8831588,R4436,R182062,R5715609,R2431738
R574412,R482,R8831446,R4327,R62049,R5597703,R4541118
R574438,R482,R8831462,R4327,R64321,R5718618,R2431738
R574437,R482,R8831446,R4169,R56962,R5512017,R4478738
R574412,R482,R9222040,R4327,R174941,R5511892,R4259839
R574439,R482,R8831482,R4563,R174941,R5183820,R4181834
R574439,R482,R6878464,R4563,R174941,R5124302,R4181834
R574412,R482,R8831487,R4563,R174655,R5525575,R4181834
R574412,R482,R8909597,R4563,R175048,R5586749,R4200454
R574412,R482,R8909571,R4671,R174655,R3833259,R4181834
R574412,R482,R8831609,R4671,R175097,R5499843,R4200574
R574412,R482,R9222232,R4671,R175226,R5327702,R4263074
R571339,R482,R9297212,R4563,R175047,R5583263,R4181829
R574412,R482,R8831549,R4563,R175048,R5585422,R4181834
R574412,R482,R8831487,R4179,R174655,R5508199,R4179329
R574438,R482,R9222213,R5189,R172646,R5401960,R4181834
R574412,R482,R9222071,R4621,R172823,R5214626,R4259839
R574412,R482,R9222071,R4554,R174605,R5586382,R4181834
R574412,R482,R8831589,R4671,R174605,R5585374,R4181834
R574412,R482,R8831549,R4563,R174605,R3758064,R4181834
R574438,R482,R8831589,R4563,R172646,R5789246,R4181834
R574412,R482,R8831447,R4671,R174999,R5586506,R4181834
R574438,R482,R8831482,R4436,R172689,R5324246,R4181834
R574438,R482,R8831487,R4436,R189631,R5582592,R4259834
R574411,R482,R8831447,R3389,R172823,R5196271,R4181834
R571286,R481,R8831544,R4436,R174605,R5327702,R4181829
R570661,R481,R8831447,R4436,R54555,R5597153,R4178719
R586286,R482,R9222046,R4436,R189397,R5511803,R4181834
R586286,R482,R9154273,R4436,R189397,R5512437,R4200454
R586913,R481,R9153734,R4554,R54555,R5586122,R4181834
R586913,R482,R9154313,R4554,R71368,R5708820,R4181834
R586964,R472,R9153710,R4554,R189410,R5508819,R4182433
R570859,R471,R9154336,R2227,R189410,R5507728,R4256819
R589580,R472,R9154170,R2227,R189411,R5324264,R4184923
R977081,R472,R9153731,R3326,R189454,R5711457,R4180554
R977080,R471,R9154195,R3326,R71368,R5121527,R4181783
R977081,R471,R6420976,R3326,R189410,R5496481,R4181783
R977080,R471,R6499040,R2227,R71368,R5582781,R4181783
R977080,R471,R6498935,R2227,R71368,R5508268,R4181783
R977080,R472,R6499665,R1411,R189411,R5512444,R4262918
R977080,R471,R5108817,R2227,R71368,R5710852,R4181783
R977080,R472,R5108984,R117,R189638,R5791723,R4259788
R980206,R471,R5108857,R3326,R189410,R5581962,R4181783
R977080,R471,R5108821,R3326,R189637,R5582012,R4181783
R977081,R471,R5108867,R4436,R189410,R5496343,R4181783
R977081,R471,R5108836,R4189,R189410,R5324586,R4181782
R980205,R472,R5499415,R4179,R189411,R5121667,R4181658
R902080,R471,R5108821,R4436,R71368,R5501427,R4181652
R980180,R472,R5108963,R4436,R189411,R5328057,R4184923
R902080,R471,R5108821,R4554,R71368,R5394010,R4181783
R902081,R471,R5108944,R4562,R189454,R5195345,R4184922
R902109,R471,R5108984,R4554,R189639,R5585974,R6217423
R886455,R472,R5108862,R4436,R71368,R5788596,R4181783
R886455,R472,R5108823,R4436,R189411,R5199303,R4181658
R886455,R471,R5108796,R4554,R71368,R5582640,R4181682
R902081,R471,R5108838,R4554,R189410,R5508223,R4181802
R886455,R471,R5108821,R4436,R71368,R5712133,R4181658
R886455,R471,R5108894,R3326,R189411,R5121794,R6137922
R886455,R471,R5499518,R3326,R189411,R5124906,R6138048
R902080,R471,R5108769,R3326,R71368,R5328055,R6134778
R902081,R471,R5108837,R3326,R189410,R5109222,R6135558
R902080,R471,R5108791,R3326,R189637,R5586395,R6134783
R886455,R461,R5108857,R2227,R189410,R5324700,R6134783
R886455,R461,R5108790,R3326,R189411,R5197451,R6134783
R886455,R461,R5499440,R4436,R189638,R5198676,R6209799
R886456,R461,R5108837,R3326,R189454,R5105682,R6134802
R886456,R461,R5108939,R4436,R189631,R5512225,R6134782
R902080,R461,R5108894,R4436,R189633,R5121200,R6216402
R899458,R461,R5108857,R3336,R189633,R5105712,R6194907
R980082,R460,R5499416,R4169,R54548,R5504533,R6135407
R899458,R460,R5499481,R3336,R71748,R5493194,R6118652
R902583,R460,R5499559,R3336,R54548,R5106119,R6135407
R898833,R460,R7467732,R3336,R71748,R5584725,R6135376
R976957,R460,R7468196,R2236,R172591,R5601526,R6197777
R976957,R461,R7467694,R2236,R172640,R5514324,R6138647
R976957,R460,R7467571,R189,R172591,R5712136,R6056651
R898832,R461,R7467669,R189,R172591,R5106122,R6138651
R899458,R460,R7467732,R2236,R189631,R5121455,R6195527
R898832,R461,R7452088,R2236,R172591,R5324232,R6135407
R976957,R460,R7451916,R127,R54548,R5585831,R6057281
R898832,R461,R7452043,R127,R172591,R5328040,R6135500
R898832,R460,R7452049,R117,R54548,R5597175,R6135500
R899458,R460,R7452059,R117,R71748,R5322995,R6135375
R976957,R461,R7452019,R118,R189489,R5199148,R6138645
R976957,R460,R7467587,R118,R54548,R5192020,R6135375
R899609,R460,R7467732,R118,R189631,R5398215,R6198000
R977734,R460,R7467859,R118,R189631,R5102570,R6198000
R977734,R460,R7452839,R127,R71748,R5327411,R6131631
R977583,R460,R7467712,R127,R189440,R5327403,R6135500
R976957,R450,R7468299,R2236,R189633,R5124929,R6216770
R976957,R460,R7467546,R3336,R54548,R5195779,R6119875
R976957,R460,R7452018,R3336,R54548,R5124912,R6122890
R976957,R460,R7467714,R3336,R54548,R5328116,R6119750
R976957,R450,R7452071,R2236,R172591,R7070935,R6116636
R976957,R450,R7451915,R3336,R189440,R5506674,R6119750
R977584,R450,R7452102,R3336,R189632,R5492614,R6116750
R976957,R350,R7467644,R3336,R189631,R5120754,R6119750
R899609,R350,R7467729,R2236,R189631,R5105825,R6198000
R976957,R350,R7467669,R4179,R189633,R5327412,R6607125
R899458,R350,R7452107,R3336,R189633,R7062346,R6585375
R899458,R350,R7520732,R4562,R71748,R7074725,R6041625
R582773,R350,R7520644,R4562,R54548,R5198055,R6041625
R582774,R350,R7520712,R2236,R189632,R4046238,R6584636
R582774,R350,R7520732,R2236,R54591,R4121308,R6041625
R585542,R334,R7520712,R1236,R189633,R4043566,R6585375
R585547,R334,R7130113,R2335,R172584,R4043484,R6041625
R585543,R334,R7520733,R2511,R189633,R4428975,R6587375
R585547,R334,R7130044,R2335,R189633,R4233661,R6044760
R585542,R333,R9472549,R2335,R71981,R4116672,R6041625
R585542,R334,R9472589,R4179,R172584,R4046770,R6138500
R582422,R333,R9472617,R3454,R54541,R4043258,R6041625
R582422,R333,R9472618,R3454,R54541,R4427103,R6041625
R585543,R333,R9472592,R3454,R54591,R4613829,R6038500
R585542,R333,R9472613,R2335,R189632,R4231094,R6587375
R585542,R333,R9488197,R2335,R54541,R4042919,R6041625
R585542,R333,R9472618,R127,R172584,R4504464,R6041750
R585542,R333,R9394424,R127,R172633,R4114521,R6522793
R585543,R333,R9394464,R127,R189634,R4426964,R6369782
R585542,R333,R9469447,R127,R54541,R4505180,R6369782
R585542,R333,R9488219,R127,R172584,R4121166,R6366657
R585547,R333,R9472618,R127,R54541,R4039627,R6522906
R582444,R333,R9488233,R127,R54591,R4046303,R6432402
R585543,R333,R9472592,R127,R189632,R4031116,R6585293
R585547,R314,R9472572,R127,R54541,R4116047,R6369776
R585547,R314,R9472572,R118,R172584,R4222011,R6522901
R585542,R314,R9472618,R118,R54541,R4113212,R6509781
R585542,R314,R9472549,R127,R56941,R4230349,R6278671
R585542,R314,R9469447,R127,R54831,R4234150,R6587811
R585547,R314,R9469447,R1236,R56942,R4043057,R6275436
R585543,R314,R9488242,R1236,R54591,R4030969,R6353560
R976172,R314,R9472572,R1236,R54831,R4039379,R6569056
R973043,R314,R9410114,R1236,R54591,R3965494,R6354305
R973043,R314,R9472613,R1236,R54540,R4121312,R6275430
R973042,R314,R9472618,R1236,R56941,R4043612,R6275435
R973069,R314,R9394483,R3454,R54591,R4042366,R6357401
R973047,R314,R9469446,R2335,R56942,R4043066,R6357276
R973047,R345,R9472549,R127,R370549,R4102148,R6373802
R904731,R345,R9485644,R127,R387884,R4230420,R6976941
R904731,R346,R9095769,R1236,R387884,R7278034,R6983197
R904706,R345,R9095666,R127,R252512,R7460534,R6275957
R898305,R371,R9486416,R127,R387884,R7668214,R6998338
R895830,R371,R9485760,R127,R387412,R7460901,R6373458
R895830,R371,R9095207,R127,R387412,R7277752,R6764083
R895830,R361,R9486416,R127,R252512,R7148890,R6272867
R895831,R362,R9486579,R127,R387884,R7449099,R6897748
R895830,R361,R9486441,R127,R387891,R7273890,R6897748
R895830,R361,R9485785,R127,R252512,R7073545,R6275993
R895830,R362,R9486559,R236,R387363,R7459869,R6279603
R895830,R362,R9095183,R236,R252512,R7444099,R6275962
R895830,R361,R9095183,R236,R252512,R7522849,R6272868
R895830,R361,R9485666,R2345,R387411,R7152010,R6272868
R895830,R361,R9486416,R236,R252512,R7145132,R6272867
R895830,R361,R9486416,R236,R252512,R7461600,R6273737
R895830,R361,R9486559,R3454,R252512,R7133336,R6353108
R898955,R361,R9095769,R2345,R252512,R9015557,R6275962
R902085,R361,R9095764,R2345,R252512,R7668058,R6275837
R823960,R361,R9486394,R2345,R252512,R7276788,R8935728
R823956,R361,R9486456,R236,R387411,R7457588,R8225968
R902085,R361,R9486419,R236,R387891,R7449894,R8935728
R823956,R361,R9485979,R236,R387411,R7281235,R8225968
R902056,R361,R9485852,R236,R387884,R7058940,R8928993
R902085,R361,R9485660,R236,R252512,R7660256,R8225993
R902081,R361,R9095082,R127,R252512,R7535091,R8225992
R902734,R361,R9486457,R211,R387884,R7277344,R8931233
R902081,R361,R9485857,R2139,R387411,R7667569,R8616593
R902734,R361,R9485979,R118,R387884,R9011861,R8915603
R902085,R361,R9485666,R118,R252512,R9223220,R8616462
R1292680,R361,R9486416,R118,R387411,R9100756,R8928849
R1211484,R361,R9095666,R127,R387411,R9098257,R8696854
R1230185,R361,R9095666,R127,R252512,R9097027,R8616592
R1227081,R361,R9095227,R236,R387411,R9007731,R8616593
R1226435,R351,R9486441,R236,R252512,R9612801,R8616468
R1226430,R361,R9486389,R236,R252512,R9397731,R8616617
R1226430,R361,R9095791,R2345,R252512,R9397582,R8616487
R1227084,R361,R9485852,R2345,R387411,R9471957,R8857122
R1227084,R361,R9501477,R2345,R387411,R9619849,R8623571
R1226938,R361,R9095232,R2345,R252512,R9393814,R8624197
R1226938,R361,R9485954,R4179,R252512,R9613332,R8617686
R1223937,R361,R9486544,R4179,R252512,R9022428,R8773931
R1223936,R361,R9486514,R2345,R252512,R9409933,R8617066
R1223936,R361,R7143264,R2345,R252512,R9225580,R8617716
R1223936,R361,R7143207,R2345,R252512,R9097011,R8926348
R1223937,R361,R7143208,R2345,R252512,R9229163,R8929448
R1240188,R361,R7143228,R4562,R252512,R9006746,R8617716
R1243313,R361,R7143228,R3454,R252512,R9221944,R8773961
R1242687,R361,R7143208,R3454,R252512,R9007224,R8617091
R1224589,R361,R7143207,R2345,R252512,R9487706,R8621081
R1239561,R361,R7143139,R236,R252512,R9100422,R8624071
R1224609,R361,R7143227,R236,R252512,R9409461,R8618092
R1239561,R361,R7143207,R2345,R252512,R9003865,R8617716
R1620812,R361,R7143162,R2345,R252512,R9019050,R8617716
R1623937,R361,R7143167,R2345,R252512,R9018883,R8773936
R1623937,R361,R7143161,R2345,R252512,R9097131,R8617681
R1623938,R361,R7143179,R4179,R252512,R9229219,R8617716
R1623937,R361,R7143139,R511,R252512,R9025557,R8851341
R1623937,R351,R7143309,R2345,R252512,R9412992,R8617716
R1623937,R351,R7143207,R2345,R252512,R9409652,R8617066
R1620812,R351,R7143167,R127,R252512,R9022775,R8914466
R1623937,R351,R7143182,R3159,R252512,R9097150,R8617716
R1623937,R351,R7143162,R127,R252512,R9398300,R8702096
R1623937,R351,R7143139,R127,R252512,R9100155,R8639571
R1623937,R351,R4442582,R127,R252512,R9097017,R8617561
R1623937,R351,R6395667,R127,R252512,R9006698,R8617716
R1623937,R351,R6395667,R127,R252512,R9022467,R8617686
R1623938,R351,R4442539,R127,R252512,R9393854,R8618702
R1623937,R351,R4442559,R127,R252512,R9018930,R8617716
R1623938,R351,R4364479,R127,R252512,R7272845,R8837451
R1623937,R351,R4442519,R127,R252512,R7275552,R8858446
R1623938,R351,R4761457,R127,R252512,R7276099,R8617716
R1617146,R351,R4761519,R127,R252512,R9103667,R8623946
R1620271,R351,R4761564,R236,R387366,R6387869,R8936447
R1620271,R251,R4761393,R2345,R387366,R6466046,R8645240
R1617146,R235,R4761416,R1345,R387366,R6856391,R8645240
R1620271,R235,R4761477,R4562,R387366,R6778213,R8646850
R1226521,R235,R4761416,R4562,R387366,R6466062,R9345735
R1229646,R235,R4761416,R4562,R387366,R6778425,R8642740
R1226521,R235,R5151673,R3454,R387366,R6778276,R8801490
R1229646,R235,R5151674,R1345,R387366,R6466187,R8810870
R1226521,R235,R5151644,R1345,R387366,R6387898,R9060870
R1229647,R235,R5150982,R236,R387366,R6856318,R9345740
R1229647,R235,R7104107,R1345,R387366,R5013195,R9061620
R1620271,R235,R5151571,R1345,R387366,R6465670,R9192110
R1620271,R235,R7104046,R1345,R387366,R6856277,R9036485
R1227174,R235,R5150962,R1345,R387366,R6575278,R9253100
R1620272,R235,R7104086,R236,R387366,R6575413,R9345740
R1229647,R235,R5151044,R127,R387366,R6778203,R9036490
R1226521,R235,R5151089,R127,R387366,R6856649,R9749120
R1226521,R235,R7104087,R127,R387366,R6965693,R9035865
R1229646,R235,R7104107,R127,R387366,R5012597,R9749975
R1229646,R235,R6713482,R127,R387366,R6856347,R9140600
R1229647,R225,R6713461,R236,R387366,R5012609,R9036480
R1226521,R225,R7104103,R236,R387366,R6778469,R9037475
R1210896,R225,R5151039,R4169,R387366,R4934734,R9033365
R1210896,R225,R5151039,R1345,R387366,R6966183,R9061350
R1210896,R225,R5151644,R1345,R387366,R6575388,R9035865
R1210896,R225,R7104189,R236,R387366,R6856598,R9061350
R1210896,R225,R7104819,R236,R387366,R6856672,R9345740
R1214021,R225,R7104696,R236,R387366,R4903147,R9345740
R1210896,R225,R6713462,R236,R387366,R4903139,R9036490
R1214021,R225,R6713482,R236,R387366,R4903496,R9034350
R1214021,R225,R6713416,R1345,R387366,R4825438,R9036485
R1214021,R225,R7104071,R1345,R387366,R5012654,R9736365
R1214021,R225,R7104673,R3454,R387366,R5012636,R9034355
R1214021,R225,R7104143,R3454,R375084,R4622429,R9436995
R1214021,R234,R5151571,R1345,R479349,R5012911,R9721371
R1214084,R235,R4760920,R1345,R481363,R4903699,R9421350
R1214084,R234,R5151643,R1345,R481343,R6750795,R9708245
R1214084,R234,R5151688,R236,R245129,R4798624,R9692537
R1232358,R250,R4760439,R127,R245129,R4923259,R9389522
R1232359,R250,R4760479,R127,R245129,R6750832,R9390548
R1294859,R250,R5151571,R127,R245129,R6766026,R9690544
R1294859,R250,R5151674,R127,R245129,R4923058,R9610649
R1294854,R250,R4761019,R1345,R245129,R6751525,R9378028
R1294859,R250,R4760920,R1345,R245129,R6750913,R9380037
R1294834,R250,R4764209,R2454,R245129,R4923199,R9701902
R1294859,R250,R4760336,R2454,R245129,R6735074,R9380042
R1294859,R250,R5151714,R2454,R245129,R6751120,R9380037
R1294854,R250,R4760482,R3562,R245129,R6751477,R9381153
R1294859,R250,R5154859,R3562,R245129,R4923451,R9692542
R1294854,R250,R4760357,R3562,R245129,R6751482,R9690533
R1294854,R250,R4760961,R3562,R245129,R4797998,R9690533
R1294859,R250,R4760986,R3562,R245129,R4922993,R9380042
R904233,R250,R5151570,R3562,R245129,R6750306,R9614407
R904208,R250,R5151570,R3562,R245129,R6750887,R9614387
R904228,R250,R4761018,R3562,R245129,R6750557,R9389383
R904229,R250,R4761063,R4571,R245129,R4611118,R9380042
R904228,R250,R5151643,R4681,R245129,R6750546,R9380037
R904228,R250,R5151643,R3562,R245129,R6750561,R9380037
R919853,R250,R5151591,R4571,R245129,R6688677,R9380037
R919854,R250,R4760484,R3562,R245129,R6751318,R9390548
R919854,R250,R4761063,R2454,R245129,R6750857,R9389397
R920479,R250,R6716606,R2454,R245129,R6735738,R9380912
R919853,R250,R5151689,R4571,R245129,R6875581,R9389397
R919828,R250,R5151611,R4571,R245129,R8704008,R9692537
R919854,R250,R6713482,R4189,R245129,R8703956,R9380002
R1310479,R250,R6713482,R5189,R245129,R6563386,R9612402
R1307353,R250,R6714045,R3562,R245129,R8704520,R9380042
R1310454,R240,R6713482,R3621,R245129,R8688821,R9692537
R1307353,R251,R6714045,R3562,R245129,R8234652,R7426289
R1322979,R262,R4763604,R3562,R245129,R6484956,R7436829
R1322979,R252,R6713482,R2454,R245129,R8704033,R7427454
R913672,R252,R6714045,R1345,R245129,R8313042,R7435064
R913672,R242,R4761089,R1345,R362784,R6069241,R7425684
R913647,R242,R6714045,R136,R362784,R6065881,R5516479
R913020,R226,R6714046,R1345,R362784,R6065926,R5516484
R913045,R227,R5151612,R136,R362784,R6069170,R7766364
R913045,R227,R4760336,R136,R362784,R6069313,R7468984
R913045,R226,R4761023,R1345,R362784,R6179052,R7468984
R913045,R226,R4761018,R1345,R362784,R4616109,R7469609
R913045,R226,R6714045,R1345,R362784,R6378303,R7468979
R913045,R227,R4761018,R1345,R362784,R6069311,R7778854
R1303670,R226,R6714046,R136,R362784,R6460136,R7469604
R1303670,R227,R6714045,R1345,R362784,R6069173,R7468984
R1303670,R237,R4760941,R1345,R362784,R6378353,R5516609
R1303670,R237,R4760337,R2454,R362784,R4222592,R5515989
R1303671,R237,R6713461,R3572,R362784,R6069747,R5515989
R1303670,R237,R4760439,R3572,R362784,R6069317,R5516854
R1303670,R237,R4761018,R3572,R362784,R4225538,R5762874
R1306795,R237,R6713461,R3572,R362784,R6065726,R5517479
R1306795,R238,R5151673,R3572,R362784,R6072411,R5762874
R1306795,R237,R6714045,R3572,R362784,R6065925,R5515989
R1306796,R237,R6714086,R2454,R362784,R4225523,R5515989
R1306795,R237,R4760920,R2454,R362784,R6069294,R5813364
R1306795,R237,R4760921,R3572,R362784,R4222754,R5812619
R1306795,R238,R5151673,R3572,R362784,R4226171,R5529249
R1307449,R238,R6713482,R3572,R362784,R6065712,R5750994
R1306795,R238,R6714045,R3572,R362784,R4222801,R5750864
R1306796,R238,R6713461,R3572,R362784,R5991106,R5516869
R1306795,R238,R6713482,R1345,R362784,R5991115,R5516619
R1306795,R249,R6716709,R1345,R362784,R6066340,R1691743
R1306795,R249,R6714045,R1345,R362784,R6066166,R1694738
R1306795,R249,R6714046,R1345,R362784,R4219397,R1925993
R1306796,R249,R6714086,R136,R362784,R6069242,R1691612
R1306770,R249,R6713462,R1345,R362784,R5991810,R1694733
R1306770,R249,R6713588,R1345,R362784,R6182222,R1691613
R1322395,R239,R7104799,R1345,R362784,R6065752,R1950953
R1322421,R239,R6716729,R3572,R362784,R6175081,R1794953
R1304324,R239,R6713482,R3572,R362784,R5991102,R1694982
R1322395,R238,R6714045,R2454,R245129,R6453259,R1847857
R1319291,R248,R6714143,R4189,R245129,R5987629,R1695280
R1322440,R238,R6713461,R2463,R245129,R6175698,R1695316
R1322440,R238,R6713461,R2463,R245129,R6069722,R1692190
R1322440,R238,R6713461,R2463,R245129,R6175177,R1695315
R1322440,R238,R6714045,R2463,R245129,R5984416,R1695315
R1322440,R239,R4764644,R2463,R245129,R6069195,R1701546
R1322440,R238,R4764546,R2463,R245129,R6569506,R1692191
R1322440,R138,R4764586,R1345,R245129,R6069122,R1692190
R1322440,R138,R4764711,R1345,R245129,R5991118,R1692190
R1322440,R138,R4764732,R1345,R245129,R6565853,R1832691
R1322440,R138,R4764732,R1345,R245129,R8019461,R1831177
R1322440,R138,R4761543,R136,R245129,R6069171,R1692185
R1322440,R138,R4764667,R136,R245129,R6066071,R1692185
R1322440,R138,R4764729,R1345,R245129,R6181850,R1912431
R1322440,R138,R4764643,R1345,R245129,R6178735,R1701546
