sym0,sym1,sym2,sym3,sym4,sym5,sym6
R1862129,R975,R3635425,R9800,R666404,R8062344,R3486416
R1862129,R975,R3634630,R9800,R668086,R8057297,R1395286
R1862129,R975,R3634630,R9800,R668811,R7838547,R3489531
R1862129,R975,R3632428,R9800,R668429,R7842849,R1395286
R1862129,R975,R3616758,R9800,R668086,R7838518,R3411411
R1862129,R974,R3632388,R9800,R668811,R8057627,R3514377
R1862129,R974,R3616758,R9800,R668085,R7839600,R3436377
R1862129,R974,R3632260,R9800,R668085,R4428977,R1395286
R1862129,R975,R3616203,R9800,R668429,R4119351,R1004661
R1862179,R965,R3616803,R9800,R666404,R4043077,R3359297
R1862159,R974,R3632383,R9809,R668086,R4035762,R1005156
R1862179,R965,R3616100,R9800,R666404,R4230370,R3487387
R1862179,R964,R3632300,R9900,R666402,R4043253,R3486411
R1862179,R965,R3616675,R9900,R666404,R4042358,R3486286
R1862179,R965,R3616675,R9800,R668429,R4121106,R1395911
R1862274,R964,R3616630,R9800,R668043,R4042925,R1005136
R1862269,R965,R3616778,R9800,R668436,R4229866,R3036536
R1862274,R965,R3616753,R9800,R668436,R4120971,R1004661
R1862418,R964,R3616758,R9089,R668465,R4043065,R3485656
R1940518,R964,R3616758,R9080,R668042,R4120423,R3426536
R1939894,R964,R3632351,R9080,R666411,R4152874,R1004661
R1939264,R964,R3632300,R9080,R668092,R4116958,R1395286
R1939264,R964,R3619928,R9080,R668093,R4613981,R1473286
R1939264,R964,R3616675,R9080,R668042,R4620851,R1395286
R1939264,R964,R3619903,R9180,R666408,R4234217,R3485791
R1939264,R964,R3616758,R9080,R668042,R4613381,R3358377
R1939269,R964,R3616700,R9080,R668092,R4227136,R1473411
R1939269,R964,R3616630,R9089,R668042,R4117015,R3423411
R1939264,R964,R3616778,R9080,R668042,R4511598,R926536
R1939289,R964,R3616653,R9080,R668042,R4043046,R1471782
R1939289,R964,R3616505,R9080,R668042,R4227152,R1393652
R1939269,R964,R3616633,R9080,R668093,R4045554,R3357897
R1939264,R964,R3616635,R9080,R668042,R4503425,R1395287
R1939264,R964,R3616675,R9180,R668042,R4117583,R1395286
R1939264,R964,R3616763,R9080,R668811,R4226193,R3485781
R1939264,R964,R3619953,R9080,R666411,R4027249,R3499903
R1939264,R964,R3616630,R9080,R668042,R4113895,R1005156
R1939264,R954,R3616758,R9080,R668042,R4042437,R926536
R1939144,R954,R3619953,R9089,R666408,R4428612,R3485786
R1939289,R953,R1741828,R9180,R668092,R4504438,R1005286
R1939138,R953,R1741763,R9180,R668042,R4040252,R1004662
R1939144,R953,R3694950,R9180,R668042,R4114465,R1004531
R1939143,R954,R3694928,R9080,R668093,R2277414,R1004662
R1939143,R953,R3694831,R9080,R668042,R2571408,R1004662
R1939138,R953,R3694830,R9080,R668465,R2571386,R3485792
R1939269,R953,R3694785,R9080,R668465,R2680251,R3485791
R1939294,R853,R3694850,R9080,R668092,R2574605,R1004536
R1939294,R853,R3694760,R9080,R668042,R2684002,R1005156
R1939294,R853,R3694888,R9180,R668093,R2187264,R1004661
R1939293,R854,R3694888,R9080,R668093,R2573053,R1004662
R1939293,R853,R3694888,R9180,R784739,R2571042,R4686524
R1940291,R853,R3694760,R9180,R779643,R2680285,R4595258
R1940291,R854,R3694888,R9180,R780311,R2967894,R4685899
R1940291,R854,R3694888,R9180,R678301,R2967899,R4216873
R1940271,R838,R3694760,R9090,R678304,R2968138,R4207368
R1940147,R838,R3694950,R9090,R678395,R3062357,R4207357
R1940147,R838,R3694975,R9090,R695590,R2968220,R4207357
R1940147,R838,R3694978,R9090,R678302,R3076956,R4209354
R1940146,R828,R3774130,R9090,R678301,R2967514,R4210487
R1940146,R828,R3774175,R8090,R678301,R2968204,R4209353
R1940146,R828,R3774130,R8090,R678395,R2968662,R4204124
R1940146,R828,R3774150,R8090,R678302,R2966990,R4207368
R1940146,R828,R3774132,R8090,R796053,R2967513,R4207368
R1940146,R827,R3774180,R8080,R813246,R2968400,R4282249
R1940146,R828,R3774130,R8080,R678304,R2966805,R4207363
R1940146,R828,R3696153,R8080,R796396,R2968617,R4207363
R1940146,R828,R3696133,R8080,R796053,R2967007,R4207362
R1940146,R828,R1743003,R8080,R810851,R3075414,R4294603
R1940146,R827,R3696005,R8080,R810459,R2968280,R4207368
R1940146,R827,R3696030,R9099,R810849,R2966966,R4675987
R1940146,R827,R3696050,R8080,R810802,R2967564,R4207368
R1940146,R827,R3695578,R8090,R810802,R2968194,R4207362
R1940146,R827,R3695578,R8090,R808792,R3077643,R4285363
R1940149,R828,R3695578,R9099,R808793,R2968606,R4282249
R1862024,R827,R3695255,R8080,R808009,R2967751,R4207367
R1861895,R827,R1742910,R8080,R808009,R3078055,R4207367
R1861895,R827,R1742910,R8080,R808009,R3077300,R4207368
R1861895,R827,R1743059,R8080,R808793,R2968656,R4675993
R1861896,R827,R1743104,R8080,R808793,R3062085,R4685498
R1861895,R827,R1742910,R8080,R808448,R1015160,R4675993
R1862020,R827,R1742905,R8080,R808009,R1014462,R4607228
R1846396,R827,R1742885,R8080,R808448,R1092010,R6638353
R1908896,R827,R1742951,R8090,R808792,R1092366,R6629118
R1908896,R817,R1743053,R9090,R808401,R1092636,R4208113
R1518271,R817,R1727383,R8090,R808009,R1123885,R4207368
R1502649,R817,R1742887,R8080,R808448,R1091695,R6561873
R1518271,R817,R1742930,R8080,R808009,R1123193,R6560623
R1127148,R817,R1742956,R8099,R808401,R1123883,R4207363
R1127148,R826,R1742928,R8099,R808058,R3740138,R6160488
R1517773,R826,R1742930,R8080,R808009,R1783189,R6209304
R1517291,R826,R1742883,R8090,R808009,R3743402,R6057813
R1111041,R816,R1743059,R8090,R808058,R3746550,R6054693
R1110416,R816,R1742910,R8090,R808009,R3739026,R6054694
R1110416,R816,R1322830,R8090,R808009,R3743038,R6132813
R1110416,R817,R995790,R8090,R808009,R1786521,R6139198
R1110417,R816,R917705,R8090,R808009,R1895712,R6133684
R1110416,R816,R917768,R8090,R808009,R3746188,R6133678
R1110416,R816,R995893,R8090,R808009,R3856159,R6054688
R719791,R816,R933331,R8090,R690304,R3743211,R6054694
R719791,R816,R917706,R8090,R690304,R3738830,R6054694
R719791,R816,R995790,R8090,R690304,R3742751,R6054693
R719791,R816,R917763,R8090,R690304,R3855555,R6054688
R719791,R816,R1308387,R8090,R690304,R3742436,R6132074
R719792,R816,R1308453,R8090,R692676,R3743220,R6054693
R719794,R816,R933454,R8090,R692676,R1887349,R6140554
R719791,R816,R917706,R8090,R692676,R1902884,R6054688
R719791,R816,R1011481,R8090,R692675,R3743328,R6054558
R719814,R816,R933352,R8090,R693154,R3840350,R6598199
R719792,R816,R917808,R8089,R692675,R3742372,R6054693
R719791,R816,R995790,R8089,R692811,R3743265,R6054688
R719791,R816,R917763,R8089,R692627,R3840545,R6054693
R719791,R816,R995815,R8089,R692811,R3736389,R6601443
R719766,R816,R995958,R8089,R692627,R1789863,R6054688
R719766,R816,R1386580,R8089,R692583,R3739463,R6054693
R719766,R816,R995893,R8089,R692583,R1899655,R6138929
R719791,R816,R996084,R8089,R693154,R1786450,R6601443
R719791,R816,R995893,R8089,R692583,R1790541,R5976563
R719792,R816,R995856,R8089,R693156,R1902846,R6601433
R719792,R816,R995958,R8089,R692676,R1786317,R6054693
R719791,R816,R995893,R8089,R692627,R1786514,R6054688
R719844,R816,R995836,R8089,R692583,R1793526,R6056178
R329166,R816,R995934,R8089,R692583,R1790595,R5976568
R329166,R815,R992837,R8089,R692583,R1895181,R5976568
R332790,R816,R992707,R8089,R692627,R1789858,R5976568
R332790,R816,R1383310,R8089,R693189,R1093187,R6601438
R332790,R816,R995836,R8089,R693189,R1092518,R6473930
R705771,R816,R995894,R8089,R692657,R1015160,R6552080
R315146,R817,R995958,R8089,R693189,R1122864,R6639695
R314521,R817,R992665,R8089,R692708,R1123399,R6474085
R314517,R817,R1383433,R8089,R692706,R1015373,R6561556
R314516,R816,R1304138,R8089,R692657,R1123254,R6474090
R314516,R816,R1382205,R8089,R692657,R1015275,R6552210
R314516,R806,R1397831,R8089,R692657,R1015301,R6474085
R314516,R807,R1397856,R8089,R693532,R1091599,R6628081
R314391,R817,R1397831,R8089,R693052,R1092863,R6549951
R313896,R816,R1397836,R8099,R692706,R1092566,R6473455
R314544,R806,R1319854,R8089,R692708,R1124861,R6562471
R314391,R806,R1319909,R8089,R692657,R1015545,R6474085
R314391,R806,R1397831,R8089,R693189,R1123257,R6627090
R314516,R806,R1397790,R8089,R690795,R1092636,R6626960
R314516,R806,R1397790,R8089,R690309,R1093261,R6474085
R314391,R806,R1319808,R8089,R808401,R1091741,R6474085
R314391,R806,R1304080,R8089,R690751,R1513813,R6626960
R314516,R806,R1382165,R8089,R690309,R1093524,R6626955
R314516,R806,R1397852,R8908,R808788,R1092699,R6628081
R314516,R806,R1397852,R8909,R808401,R1124241,R6549956
R314516,R806,R1319833,R8909,R690795,R1123479,R6630215
R314391,R806,R1398518,R8909,R690703,R1092011,R6483201
R314516,R806,R1397790,R8909,R690795,R1092626,R6548340
R314390,R806,R1397790,R8909,R690795,R1092631,R6561326
R314390,R806,R1397852,R8909,R808401,R1093746,R6474085
R314515,R806,R1398543,R8908,R690703,R1091178,R6627090
R314516,R806,R1382268,R8909,R690309,R1124098,R6473960
R314516,R806,R1398518,R8909,R690309,R1124866,R6473960
R314516,R806,R1382205,R8908,R690751,R1093193,R6470960
R314516,R806,R1304228,R8908,R690703,R1124089,R6483200
R315169,R806,R1382206,R8908,R690751,R1091837,R6395805
R314516,R806,R1398518,R8908,R690795,R1138880,R8580090
R314516,R805,R1398415,R8908,R690309,R1139002,R6395835
R314044,R805,R1382815,R8908,R690703,R1123522,R6549961
R314069,R804,R1304080,R8908,R690395,R727873,R6549961
R314018,R704,R1382205,R8909,R690395,R699748,R6795399
R314024,R720,R1307354,R7808,R690395,R693198,R6782758
R314023,R720,R1398559,R7808,R692705,R696728,R6872899
R314018,R720,R1398589,R8808,R692705,R703101,R6873524
R314018,R720,R1382210,R8819,R692705,R731227,R6939878
R314018,R720,R1381670,R8808,R692705,R738401,R6939008
R314044,R720,R1319359,R8808,R690353,R699721,R6782758
R314044,R720,R1319363,R7808,R690773,R724472,R8970138
R314018,R720,R1397320,R7808,R692705,R723836,R6782758
R314043,R720,R1397366,R7807,R690428,R693405,R8970138
R314043,R720,R1397340,R7808,R692705,R739287,R6782758
R314043,R720,R1397320,R7808,R690428,R739640,R8970138
R314043,R720,R1397418,R7808,R690773,R699867,R8970133
R314043,R720,R1397438,R7808,R692754,R696117,R7094652
R314043,R720,R1397365,R7808,R560220,R696457,R7799903
R314043,R720,R1319344,R8808,R692811,R621808,R7407037
R314043,R720,R1319344,R8808,R560220,R699908,R7094652
R314043,R720,R1319359,R8809,R678262,R695998,R7812404
R314043,R710,R1397320,R8809,R560121,R693230,R7094657
R314043,R710,R1397423,R8808,R560121,R739640,R7329044
R314043,R710,R1319359,R8808,R560121,R727562,R7094657
R314042,R710,R1319221,R8808,R692811,R693404,R7797662
R314042,R710,R1397423,R7808,R575162,R691851,R7341548
R314042,R710,R1397340,R7808,R560121,R689605,R7094657
R314042,R710,R1397448,R7808,R560121,R743076,R7107273
R314042,R710,R1397448,R7808,R560121,R735751,R7407167
R317168,R710,R1319364,R8808,R560220,R692995,R7407167
R317168,R710,R1397320,R8808,R560121,R693385,R7094657
R317168,R710,R1397492,R7808,R560121,R688981,R7094657
R317168,R710,R1397321,R7808,R560121,R689052,R7094657
R317168,R710,R1397423,R7808,R560121,R689314,R7094657
R317168,R710,R1397422,R7808,R560121,R689029,R9060903
R317168,R710,R1397320,R7808,R560121,R743056,R7094657
R317168,R710,R1062747,R7809,R560121,R688901,R9047782
R317228,R710,R1062799,R7808,R560121,R739290,R9047782
R317229,R710,R1062859,R7808,R560176,R1111595,R9530548
R317229,R710,R1078362,R7808,R560176,R1110920,R9315504
R316727,R704,R1453321,R7803,R560176,R1111183,R9313759
R316728,R703,R1000237,R7818,R560176,R1471123,R9018629
R316727,R703,R1453494,R7818,R560176,R1470789,R9185889
R316727,R703,R1062844,R7819,R560176,R1470713,R9029504
R316727,R703,R661959,R7818,R560176,R1502101,R9341879
R316727,R703,R740112,R7817,R560176,R1079680,R9313764
R316727,R703,R740042,R7818,R560176,R1110905,R9016384
R316727,R703,R740067,R7801,R560176,R1110887,R9313889
R316727,R703,R740042,R7818,R560176,R1501415,R9017009
R316102,R703,R661889,R7818,R560176,R1111648,R9020129
R316102,R704,R661934,R7818,R560176,R1470489,R9029774
R316102,R704,R661934,R7818,R560176,R1471124,R9017009
R316729,R703,R740062,R7818,R560176,R1502167,R9174254
R316729,R703,R740062,R7818,R560176,R1110915,R9174254
R316603,R703,R740062,R7818,R560176,R1110850,R9017009
R316727,R703,R740042,R7818,R560176,R1079938,R9017009
R316728,R703,R661977,R7818,R560176,R1080495,R9017004
R316728,R703,R661978,R7818,R560176,R1470206,R9706134
R316727,R703,R740042,R7818,R560176,R1080287,R9017009
R316727,R703,R740067,R7818,R560176,R1111393,R9095134
R238603,R704,R661934,R7818,R560176,R1080348,R9029649
R237977,R703,R740067,R7802,R560176,R1470857,R9313764
R237977,R703,R740042,R7818,R560176,R1470713,R9017009
R238604,R703,R740083,R7818,R560176,R1470883,R9030524
R237977,R703,R740042,R7819,R560176,R1470425,R9017009
R237977,R703,R740042,R7818,R560176,R1470564,R9313764
R237977,R703,R740042,R7818,R560176,R1470267,R9017004
R238602,R703,R661894,R7818,R560176,R1470563,R9017009
R316727,R703,R661959,R7808,R560176,R1502103,R9029504
R316728,R703,R740102,R7808,R560176,R1501992,R9018629
R316728,R703,R661977,R7808,R560176,R1501959,R9017004
R316727,R703,R740019,R7818,R560176,R1470551,R9017009
R316727,R703,R683791,R7818,R560176,R1470283,R9626389
R316585,R703,R683791,R7818,R560176,R1079631,R9017133
R316585,R704,R683791,R7818,R560546,R1544506,R9017008
R316585,R705,R683786,R7818,R560546,R1482243,R8645240
R317065,R705,R683919,R7718,R560546,R1482197,R9295220
R317065,R705,R683786,R7718,R560546,R1529168,R8645240
R317065,R705,R683919,R7718,R560546,R1482904,R9139575
R317060,R705,R683979,R7817,R560546,R1482239,R9062475
R317060,R704,R992691,R7817,R560546,R1482513,R9034350
R317035,R705,R992799,R7817,R560546,R1091644,R9188990
R317060,R704,R992716,R7817,R560546,R1482514,R9034350
R317060,R704,R1070821,R7817,R560546,R1481895,R9035865
R317085,R705,R992939,R7817,R560546,R1529243,R9045345
R317060,R704,R992796,R7811,R560546,R1544511,R9270240
R317060,R704,R992964,R7811,R560546,R1529236,R9279495
R317114,R705,R992712,R7718,R560546,R1481824,R9034355
R317060,R705,R992799,R7718,R560546,R1482299,R9358226
R317060,R704,R992696,R7718,R560546,R1482656,R9035855
R317060,R704,R992696,R7718,R560546,R1544509,R9345121
R317060,R704,R992837,R7718,R560546,R1481970,R9035865
R238935,R704,R992696,R7817,R560546,R1544050,R9188990
R238935,R704,R992696,R7817,R560546,R1481550,R9035865
R238935,R704,R1070821,R7718,R560546,R1482292,R9035860
R238935,R704,R992814,R7718,R560546,R1529742,R9035860
R238935,R704,R992711,R7718,R560546,R1482598,R9061095
R238960,R704,R338601,R7718,R560546,R1481956,R9046220
R238964,R704,R338601,R7718,R560546,R1529432,R9034355
R238960,R704,R339205,R7718,R560546,R1481957,R9748470
R238989,R704,R729978,R7718,R560546,R1123798,R9721855
R238935,R704,R336138,R7817,R560546,R1091182,R9032740
R238935,R704,R338601,R7817,R560546,R1482843,R9032740
R238935,R704,R336035,R7817,R560546,R1123062,R9035865
R238935,R704,R726660,R7817,R560546,R1091380,R9110865
R238935,R704,R336035,R7817,R560546,R1090761,R9110860
R238935,R704,R729954,R7817,R560546,R1091474,R9046845
R238935,R704,R729790,R7769,R560546,R1090779,R9032735
R238935,R705,R313334,R7718,R560546,R1481619,R9033735
R238478,R705,R313309,R7718,R560546,R1091607,R9032740
R239104,R703,R313352,R7802,R560121,R1080084,R9110865
R238477,R703,R313264,R7718,R560121,R1079913,R9407633
R237975,R710,R313263,R6718,R560121,R1079941,R9420629
R237975,R710,R313389,R6718,R560121,R1079937,R9392008
R237975,R710,R313264,R6717,R560121,R1080570,R9420628
R237975,R700,R313286,R6718,R560121,R1111170,R9407633
R237975,R700,R328441,R6718,R560121,R1110828,R9392008
R237975,R700,R328337,R6718,R560121,R1079576,R9392008
R237975,R600,R328296,R6718,R560121,R1001051,R9706129
R237975,R600,R312671,R6718,R560121,R1392302,R9392003
R237975,R600,R312793,R6718,R560121,R1080260,R9392008
R237975,R610,R312666,R6718,R560121,R1110886,R9392008
R237975,R600,R328291,R6718,R560121,R1111395,R9706129
R237975,R600,R328441,R6718,R560121,R1111027,R9392008
R237975,R600,R328439,R6717,R560121,R1080497,R9391878
R237975,R600,R312819,R6717,R560121,R1079866,R9717023
R237975,R600,R312836,R6717,R560121,R1080088,R9392008
R241101,R600,R312836,R6717,R560121,R1080079,R9704383
R241100,R600,R312791,R6717,R560121,R1110881,R9392008
R241101,R600,R312914,R6717,R560121,R1079873,R9704394
R241101,R600,R328584,R6717,R560121,R1079873,R9705519
R241100,R600,R312894,R6717,R560121,R1110910,R9392008
R247352,R661,R328604,R7992,R330996,R1110860,R9391378
R247351,R671,R315666,R7991,R318991,R1079943,R9379007
R247351,R671,R315697,R7991,R318991,R1079939,R9382132
R247351,R671,R318899,R7991,R335121,R1392439,R9388272
R247352,R671,R315954,R7991,R335121,R1001739,R9388272
R247354,R671,R331357,R7999,R335121,R1001454,R9378882
R247351,R671,R331458,R7991,R335121,R1001742,R9388752
R247354,R672,R331477,R7991,R335121,R1110838,R7426779
R244226,R672,R331462,R7991,R335121,R1001964,R7425784
R244225,R682,R328166,R7726,R217471,R1001416,R7428529
R241100,R682,R315674,R7769,R217471,R1111045,R7434774
R237976,R682,R2271972,R7769,R217471,R1001533,R7428528
R237976,R683,R2659447,R7711,R217471,R1001787,R7738184
R238085,R683,R2659447,R7726,R217471,R1001531,R7425179
R238085,R684,R718919,R7726,R217491,R726803,R7425179
R238060,R683,R2281292,R7726,R217491,R719531,R7453479
R238398,R683,R2281337,R6734,R217491,R720071,R7453729
R238398,R683,R2281291,R6734,R217491,R691672,R7687859
R238398,R684,R2281394,R6991,R335140,R691674,R7481729
R239048,R683,R2659394,R6992,R335140,R722776,R7453604
R239048,R685,R2659464,R6993,R335140,R692369,R5528749
R239048,R684,R2659464,R6993,R335140,R614239,R5503729
R239048,R685,R2659464,R6993,R335140,R723564,R5503604
R239048,R685,R2268939,R6993,R335140,R723618,R5528724
R239023,R685,R2268853,R6992,R335140,R720092,R5813104
R239023,R685,R2268894,R6992,R335140,R723065,R5816234
R239023,R685,R2268857,R6992,R335140,R688211,R5519354
R239049,R685,R2268857,R6999,R318333,R723212,R5516494
R239023,R685,R2281411,R6992,R318333,R723253,R5516494
R239023,R685,R328513,R6991,R318333,R691817,R5841979
R239023,R685,R2281385,R6991,R318333,R719628,R5519239
R241524,R685,R2281416,R6991,R318333,R722130,R5519239
R242149,R685,R2281352,R6991,R318333,R688208,R5594979
R241524,R685,R2281316,R6991,R318333,R723029,R5812864
R242149,R686,R2282372,R6991,R318333,R688223,R1694237
R241524,R686,R2282949,R6991,R318333,R691669,R1694237
R245299,R697,R2282499,R6991,R200684,R692249,R1708873
R245274,R696,R2298571,R6991,R200684,R720129,R1924498
R245299,R696,R2299340,R6990,R200684,R722702,R1924498
R245324,R697,R2299356,R6991,R200684,R691741,R1794203
R242174,R696,R2298749,R6991,R200684,R2643891,R1694212
R245274,R696,R2283124,R6991,R200684,R2672640,R1694212
R241524,R696,R2298612,R6991,R200684,R2676599,R1769978
R241524,R696,R2298612,R6991,R200684,R2673214,R1769952
R238398,R696,R2298622,R6993,R200684,R2563848,R1694212
R238399,R696,R2298612,R6727,R200684,R2679868,R1848078
R238398,R697,R2282972,R6727,R200684,R2567433,R1694332
R254024,R696,R2269623,R6727,R200684,R2563215,R1694327
R254024,R696,R2294974,R6727,R200684,R2672032,R1694212
R254024,R697,R2292449,R6727,R200684,R2566183,R1934848
R254024,R697,R2305548,R6727,R335496,R2562776,R1694212
R254044,R697,R2305613,R6734,R335496,R2563328,R1833050
R256668,R689,R2305548,R6753,R335496,R2566649,R1700901
R256693,R689,R2305548,R6753,R335496,R2567027,R1700901
R253568,R689,R2305570,R6753,R217847,R2641390,R1678530
R644193,R689,R2305573,R6753,R217847,R2675995,R1678655
R644193,R689,R2280722,R6734,R217847,R2562781,R1778525
R644193,R689,R2280874,R6734,R217847,R2562728,R1835410
R644193,R689,R2280989,R6734,R217847,R2566739,R1835410
R644193,R689,R2280821,R6734,R217847,R2563258,R1679155
R644344,R689,R2280968,R6734,R217847,R2563847,R1779921
R647318,R689,R2280867,R6711,R217847,R2566531,R1910285
R647443,R689,R2280821,R6734,R217847,R2569867,R1679155
R647318,R689,R2280846,R6726,R217847,R2679307,R1615097
R647318,R689,R2293580,R6726,R217847,R2675826,R1615097
R647318,R689,R2306132,R6726,R217847,R2640770,R1718192
R263044,R689,R2306153,R6727,R63938,R2566258,R1910815
R653544,R689,R2309354,R6727,R63938,R2566596,R1937422
R653669,R689,R2296736,R6727,R63938,R2641270,R1832691
R653719,R689,R2296731,R6727,R63938,R2566748,R1693056
R653669,R689,R2296695,R6727,R63938,R2563278,R1695305
R653544,R689,R2296859,R6727,R63938,R2563214,R1910810
R263094,R689,R2296668,R6727,R63938,R2562967,R1690592
R262919,R689,R2309325,R6219,R63938,R2563145,R1924471
R262919,R689,R2321828,R6711,R63938,R2566619,R1937453
R263044,R689,R2321753,R6734,R63938,R2563265,R1718177
R263044,R689,R2309305,R6771,R63938,R2566383,R1909332
R263044,R689,R2309132,R6753,R63938,R2679314,R1718177
R263044,R689,R2309132,R6753,R63938,R2566183,R1718177
R653544,R689,R2309130,R6753,R63938,R2676109,R1911946
R653544,R689,R2309258,R6753,R63938,R2676744,R1911941
R653544,R689,R2309175,R6753,R63938,R2566352,R1912905
R653544,R689,R2296668,R6753,R63938,R2566170,R1678525
R653544,R689,R2280697,R6753,R63938,R2675766,R1678530
R653694,R689,R2280869,R6734,R63938,R2569294,R1768713
R654078,R689,R2296709,R6734,R63938,R2569317,R1693221
R654103,R689,R2306200,R6734,R49527,R3723209,R1768712
R654103,R689,R2309325,R6753,R49527,R3836114,R871868
R654458,R696,R2306125,R6762,R49527,R3832153,R793247
R654458,R696,R2309300,R6711,R49527,R3831939,R3449497
R654458,R696,R2306128,R6753,R49527,R3722924,R2825595
R654458,R696,R2296565,R6762,R49527,R3835424,R872365
R654458,R696,R2606874,R6771,R49527,R3838073,R872365
R654458,R696,R2606874,R6771,R49527,R3722590,R2981740
R654458,R696,R2622449,R6771,R49527,R3648064,R1028615
R655234,R696,R2622492,R6753,R49527,R3722584,R869981
R654458,R696,R2619346,R6753,R49527,R3657179,R794240
R654458,R696,R2622471,R6753,R49527,R3723258,R794240
R655234,R696,R2622497,R6753,R49527,R3723234,R869981
R654458,R696,R2622449,R6753,R49527,R3835346,R3059865
R655108,R696,R2622494,R6753,R49527,R3831942,R2747470
R654458,R596,R2622346,R6753,R49527,R3728716,R872365
R655108,R596,R2606871,R6189,R49527,R3729246,R2825490
R655108,R596,R2622497,R5636,R49527,R3829443,R3059740
R654458,R595,R2606824,R5627,R49527,R3722755,R794240
R655108,R595,R2622497,R5627,R49527,R3832601,R3059740
