sym0,sym1,sym2,sym3,sym4,sym5,sym6
R35377,R59325,R33709,R56727,R3764,R39363,R43807
R35377,R59445,R33809,R56727,R14775,R39814,R32317
R35387,R59445,R33809,R56727,R14775,R38475,R32317
R35387,R59325,R33809,R56636,R3764,R39464,R43907
R35387,R59435,R33709,R56545,R14775,R39816,R43529
R35387,R59325,R33809,R56545,R3764,R39472,R32317
R35387,R59436,R33809,R56545,R14775,R39474,R33717
R35387,R59325,R33709,R56545,R3764,R39463,R32317
R35387,R59325,R43709,R56545,R3764,R39371,R32317
R35387,R59325,R43709,R56545,R3764,R39271,R32317
R35387,R59425,R43709,R56545,R14775,R39364,R32317
R35387,R59436,R43709,R56363,R14775,R38366,R43907
R35387,R59436,R44709,R56272,R14775,R39817,R33717
R35387,R59436,R43709,R56272,R14775,R39806,R43529
R35386,R59316,R43709,R56545,R3764,R39703,R44929
R45377,R59316,R43709,R56363,R3764,R49253,R33417
R45376,R59436,R43709,R56363,R3764,R49045,R43429
R45366,R59315,R43709,R56113,R14779,R48705,R44907
R45455,R59315,R43709,R56272,R3764,R39274,R32317
R45465,R59215,R42804,R56272,R14779,R48353,R43907
R45434,R59216,R43804,R56272,R14779,R48452,R43907
R45434,R59216,R43803,R56636,R3764,R34810,R32317
R45434,R59215,R43804,R56636,R14775,R44351,R24325
R45481,R59216,R43804,R56727,R3764,R44251,R24225
R45482,R59216,R43804,R56727,R24777,R34710,R24424
R45481,R59215,R43804,R56727,R14779,R34460,R35924
R45581,R59215,R43804,R56636,R14775,R34801,R24225
R45581,R59216,R43803,R56636,R14775,R43151,R24439
R45581,R59216,R44803,R56636,R14775,R34350,R24225
R45581,R59216,R44803,R56218,R25689,R34351,R35824
R45581,R59216,R44703,R56636,R14775,R34801,R24325
R45583,R59206,R43704,R56636,R24777,R34711,R34528
R45581,R59206,R43803,R56545,R3764,R44250,R24325
R45582,R59216,R43803,R56545,R14775,R34701,R24624
R45582,R59216,R43803,R56636,R3764,R43051,R24325
R45582,R59216,R43803,R56727,R3764,R33701,R24225
R45582,R59216,R43803,R56818,R3764,R34350,R24325
R45592,R59216,R43804,R56636,R14775,R34701,R24226
R45591,R59206,R43803,R56636,R3764,R44360,R24326
R45591,R59206,R43803,R56636,R14779,R34810,R24724
R45591,R59206,R44803,R56636,R14779,R34810,R24724
R45491,R59206,R43803,R56636,R3764,R34701,R24225
R45491,R59216,R43803,R56636,R14689,R44141,R35924
R45491,R59217,R43803,R56636,R14775,R33051,R24325
R45491,R59206,R64803,R56727,R14689,R34370,R34338
R35491,R59216,R64803,R56727,R14775,R34361,R24325
R35491,R59206,R64803,R56727,R3764,R34701,R24724
R35393,R59217,R63704,R56545,R24777,R33701,R24225
R35393,R59206,R63704,R56545,R14689,R43041,R35825
R35491,R59206,R63804,R55272,R14689,R44260,R34825
R35491,R59206,R64704,R55272,R14689,R34711,R35924
R35491,R58206,R63804,R55272,R3764,R33361,R24328
R35491,R58217,R63704,R45271,R24777,R34360,R24424
R35491,R58217,R63704,R55272,R14775,R33701,R35449
R35491,R58106,R64704,R55272,R14779,R43151,R35824
R35491,R58317,R54619,R56363,R14775,R44350,R24325
R35381,R58316,R54619,R56545,R3764,R44351,R24325
R35381,R58428,R55609,R56545,R24775,R32815,R24225
R35381,R58418,R54619,R51799,R14774,R32574,R15573
R25380,R58839,R54509,R46636,R14776,R32817,R15573
R25380,R58839,R55609,R46636,R14774,R32582,R15573
R25380,R58849,R54619,R46636,R24775,R31484,R26699
R25380,R58839,R55609,R46636,R14774,R32482,R15573
R25380,R58849,R45608,R46636,R24775,R32476,R15573
R25380,R58839,R45708,R46636,R15689,R31727,R26871
R25380,R58839,R43619,R56727,R24787,R31467,R15473
R25380,R57849,R44609,R56727,R24787,R31368,R27962
R25380,R57849,R44509,R56218,R25689,R40268,R27962
R25380,R57839,R44609,R46636,R14774,R32571,R26671
R25390,R57839,R44608,R46636,R25689,R32476,R26872
R25380,R57839,R44709,R46636,R14776,R32475,R26699
R25380,R57839,R44609,R56727,R24775,R31584,R15573
R25380,R57849,R44619,R45545,R24787,R30818,R15473
R25380,R57839,R44608,R45545,R14774,R31818,R15473
R25380,R57839,R45608,R45545,R15689,R32576,R27963
R25380,R57849,R45608,R45545,R24775,R31476,R26672
R25380,R57839,R44609,R46636,R25689,R32474,R27962
R25381,R57839,R44619,R46636,R14776,R32716,R26671
R25380,R57849,R44609,R46636,R25689,R32178,R27978
R25380,R47739,R45609,R51899,R14774,R32583,R15573
R25380,R47739,R64619,R45545,R14774,R31575,R15573
R25380,R47739,R64609,R46636,R14774,R31915,R15573
R25380,R47739,R64619,R46636,R25689,R32815,R27960
R25380,R47849,R64519,R46636,R24775,R31476,R15473
R25380,R47739,R64509,R46636,R24775,R32814,R25788
R25380,R47739,R64509,R45545,R24775,R32572,R26689
R24381,R47739,R64509,R45545,R14776,R32912,R26671
R25380,R47739,R64609,R46636,R14774,R31818,R26489
R24380,R47849,R64619,R46636,R25689,R31815,R27872
R24380,R47849,R64619,R46636,R25689,R32916,R27872
R24380,R47739,R64619,R45545,R14774,R41376,R15473
R24380,R47739,R73803,R45545,R15689,R32472,R15573
R24393,R47729,R74803,R45545,R14776,R32572,R25473
R24393,R47729,R73803,R45545,R15689,R48707,R27962
R24393,R47729,R73703,R45899,R15689,R48045,R43917
R34377,R48217,R73803,R32271,R4774,R48253,R32317
R34377,R48218,R73803,R32271,R14775,R47257,R32317
R34369,R48218,R73803,R43272,R4774,R48707,R33417
R34378,R48228,R73803,R44363,R24777,R48266,R32317
R34378,R48228,R85702,R44363,R24777,R48707,R32317
R34378,R48217,R85702,R43272,R15689,R49262,R43717
R34378,R48218,R84713,R43272,R14775,R48708,R32317
R34378,R48218,R85702,R41699,R5470,R48146,R42537
R34378,R48218,R86702,R43272,R25490,R48147,R50956
R34379,R48218,R85712,R45636,R25490,R46236,R50656
R34378,R48228,R75712,R45636,R25490,R46058,R50656
R34378,R48228,R85702,R45636,R25482,R48167,R50656
R34378,R48228,R85812,R45636,R25483,R49255,R50769
R34378,R48218,R85802,R46717,R25482,R39803,R50656
R34378,R48228,R85702,R46717,R25385,R48038,R50669
R34368,R48218,R86702,R46717,R25399,R47708,R50959
R24359,R48218,R86801,R45636,R25484,R48253,R50756
R34368,R48228,R84713,R45636,R25483,R48254,R50756
R24378,R48218,R84712,R41799,R25482,R49144,R50755
R24368,R48218,R86703,R51899,R25283,R47806,R50656
R34368,R48218,R86702,R46218,R25298,R46266,R50956
R34368,R48218,R96702,R45545,R15281,R49254,R50656
R34368,R48218,R95712,R46717,R15281,R49244,R50656
R34368,R48218,R95712,R45636,R15281,R39714,R50656
R34368,R48218,R95703,R45636,R25283,R48805,R50756
R34368,R48218,R95702,R46717,R25282,R58254,R50756
R34368,R48228,R94713,R44363,R25294,R46707,R50656
R34368,R48218,R95703,R44363,R25299,R48252,R50956
R34368,R48218,R95713,R33899,R25298,R47244,R50656
R34358,R48118,R95703,R44363,R15281,R46708,R50656
R34357,R48118,R95712,R44363,R15280,R48262,R50755
R34457,R48228,R96702,R44363,R15282,R48156,R50656
R34457,R48229,R86418,R44363,R15282,R58147,R50769
R34458,R48118,R86419,R45545,R15280,R48245,R50656
R34458,R48219,R86419,R45545,R15280,R48703,R50656
R34449,R47219,R86418,R45545,R15182,R59144,R50646
R34357,R47119,R86418,R22271,R15182,R48055,R50945
R34466,R47229,R86518,R22271,R25282,R47707,R50658
R44456,R47229,R86418,R33262,R26193,R48705,R50745
R44456,R47119,R86518,R33262,R15280,R57057,R50656
R44456,R47119,R73509,R33262,R15182,R58136,R50756
R44456,R47119,R73609,R22271,R15280,R58253,R50656
R44456,R47119,R73609,R22271,R15280,R58153,R50656
R44456,R47229,R73609,R14113,R25282,R58046,R50948
R44456,R47119,R47139,R22271,R15280,R48705,R50656
R44456,R47229,R47139,R1171,R26198,R48806,R50946
R44466,R47119,R47139,R33262,R15182,R49353,R50656
R44456,R47119,R47139,R33262,R26198,R48352,R50656
R44456,R47119,R47139,R44363,R15182,R58136,R50656
R44456,R47119,R47129,R41899,R15182,R57707,R50656
R44466,R47229,R48129,R41799,R25282,R56047,R50656
R43466,R47119,R47139,R44363,R15280,R49151,R50656
R44476,R47229,R47129,R44363,R25282,R47708,R50658
R43466,R47119,R47139,R45545,R15280,R47813,R50656
R43476,R47129,R47139,R45626,R26193,R46345,R50759
R43467,R47129,R47139,R45545,R26199,R48355,R60849
R43366,R47229,R47139,R44363,R15280,R48805,R50646
R43366,R47229,R57139,R44363,R25282,R57257,R50746
R43366,R47119,R57139,R45545,R15280,R48253,R50656
R43466,R47119,R57139,R45545,R15182,R58144,R50746
R43366,R47119,R57139,R44363,R15280,R48704,R50746
R43366,R47129,R57139,R33262,R25282,R47146,R60648
R43366,R47129,R58129,R33262,R25282,R56048,R60658
R43466,R47119,R57139,R33262,R15280,R46708,R60646
R43466,R47119,R57139,R33262,R15182,R57138,R60646
R43466,R47119,R57129,R33262,R16198,R58355,R60646
R43366,R46119,R57139,R22271,R15182,R47707,R60646
R43376,R46129,R57129,R33262,R25282,R56257,R60646
R43376,R46129,R58128,R44363,R26198,R57257,R60844
R43366,R46119,R57139,R33262,R26193,R56137,R60646
R43366,R46118,R57139,R44363,R16198,R58147,R60646
R43466,R46139,R57139,R44363,R26198,R47057,R61949
R43458,R46139,R57139,R33363,R26199,R57037,R61935
R44467,R46019,R58129,R41699,R5280,R48153,R60646
R43458,R46018,R58129,R33363,R15182,R48135,R60735
R43468,R46018,R58129,R33363,R5280,R56037,R60646
R43457,R46019,R68148,R33363,R15182,R58254,R60646
R44457,R46018,R68148,R22362,R15282,R58264,R61936
R44457,R46149,R68148,R22362,R25293,R48158,R60648
R44457,R46028,R68148,R1899,R15282,R48705,R60546
R43457,R46139,R68148,R1899,R15282,R57137,R60649
R43458,R46028,R68148,R22362,R16198,R57147,R61934
R43457,R46139,R68138,R22362,R15282,R47707,R60646
R44457,R46028,R68138,R1271,R5280,R58355,R60546
R43457,R46139,R68138,R1271,R15282,R46708,R60646
R43457,R46028,R68138,R1171,R5280,R48263,R60746
R43458,R46028,R68138,R1171,R15182,R47706,R60646
R44447,R46139,R68138,R1180,R25194,R47247,R60649
R44457,R46028,R68148,R1180,R5280,R57353,R60646
R43459,R46029,R68149,R1180,R16198,R46804,R61926
R44449,R46028,R68149,R1180,R16198,R56135,R61826
R44449,R46029,R68139,R1271,R15182,R47708,R60744
R44458,R46039,R68148,R1271,R25183,R46708,R60646
R44457,R45029,R78148,R22362,R26198,R57048,R61849
R44457,R46029,R78148,R33363,R5280,R47255,R60636
R44447,R46029,R78138,R33363,R5280,R57048,R60638
R44447,R46029,R78148,R33363,R5280,R57708,R60636
R44447,R45029,R78138,R22362,R15282,R67045,R60734
R44447,R45039,R78138,R33363,R25183,R58154,R60636
R44458,R45028,R78038,R33363,R26199,R58135,R61634
R44447,R35029,R78148,R33363,R16198,R56146,R60636
R43449,R35029,R78148,R22362,R16198,R57037,R61926
R44447,R35039,R78148,R41799,R26198,R56708,R72949
R43448,R35039,R78138,R33363,R26199,R66038,R62935
R43458,R35029,R78223,R45626,R15182,R67147,R61536
R34434,R35029,R78223,R45626,R5280,R56257,R61536
R34434,R35028,R78223,R22362,R16198,R40378,R72924
R34434,R35028,R78223,R22362,R15282,R41476,R61536
R34442,R33459,R78223,R12362,R26198,R40377,R72924
R34442,R33459,R77233,R23363,R15281,R40267,R61536
R34452,R33439,R78233,R25116,R26199,R42374,R72924
R34442,R33449,R77233,R23363,R26198,R41818,R71538
R34442,R33349,R88232,R23363,R16198,R41464,R71536
R34442,R33459,R88232,R41799,R15281,R50368,R71649
R34432,R33339,R88232,R34545,R5280,R40376,R71536
R34432,R33349,R88232,R34545,R5280,R42373,R71536
R34443,R33349,R88233,R34545,R15282,R42812,R71435
R34442,R33349,R88232,R23363,R16198,R41817,R72924
R34442,R33349,R88242,R23363,R5280,R41376,R71436
R34442,R33349,R88232,R1271,R15281,R42472,R71536
R34442,R33349,R88132,R1271,R25283,R41473,R72744
R34443,R33349,R88133,R1271,R26199,R42373,R72346
R34442,R33349,R98231,R1271,R5280,R42472,R72346
R34442,R33349,R88242,R1271,R15281,R41477,R72345
R34442,R33349,R98232,R1271,R5280,R41375,R72745
R34433,R33349,R98242,R1271,R15282,R41268,R72436
R34443,R33349,R98232,R1271,R16198,R40258,R72934
R34442,R31468,R98232,R1271,R5280,R40574,R72346
R34442,R31467,R88232,R1180,R15281,R41812,R72745
R34442,R31467,R98232,R1180,R5280,R41572,R72736
R34442,R31467,R98232,R1271,R5370,R40817,R72128
R34452,R31467,R98231,R1271,R5288,R41818,R73826
R34442,R31467,R98231,R12362,R5370,R51277,R72126
R34543,R31467,R98243,R12362,R5282,R50258,R72226
R44542,R31467,R98233,R12362,R5288,R51265,R73915
R44532,R31467,R98143,R12362,R5282,R50167,R72227
R44532,R31467,R98232,R12362,R5271,R51466,R72126
R44532,R31477,R98232,R12362,R5370,R51367,R72126
R44533,R31477,R98132,R34545,R5282,R51366,R73339
R44532,R31477,R98221,R23363,R5380,R51367,R73239
R44532,R34595,R98232,R1271,R52034,R51455,R73249
R43584,R34595,R98241,R1271,R53049,R50816,R74825
R43584,R34696,R97350,R12362,R53049,R66707,R74839
R43584,R34595,R97350,R1271,R32022,R68055,R72136
R43545,R37182,R88240,R1271,R53049,R68706,R74849
R43536,R37182,R98240,R1271,R53045,R78154,R73259
R42536,R37182,R87250,R1271,R53045,R67706,R74259
R52536,R36181,R98350,R1271,R32022,R77244,R73135
R52536,R36282,R88250,R1271,R53059,R78136,R74725
R52536,R36182,R88250,R1271,R43048,R67704,R74725
R52536,R36182,R98240,R1271,R32022,R77146,R73136
R52536,R36282,R98251,R2362,R53044,R68145,R73138
R52536,R36282,R97250,R2362,R32022,R68135,R73136
R52536,R36182,R97250,R2362,R32022,R68235,R73135
R52536,R36182,R98250,R23453,R53044,R77246,R73135
R52536,R36182,R88250,R2362,R32022,R77253,R73135
R52536,R36182,R88250,R2362,R32022,R78045,R73125
R52536,R36182,R88250,R34545,R32022,R77235,R73224
R52556,R36182,R87250,R23453,R32022,R86038,R73136
R52576,R36182,R87250,R23453,R32022,R68707,R73136
R51576,R36182,R88250,R23453,R32022,R67707,R84829
R51576,R36182,R98250,R2362,R53044,R69043,R83135
R52576,R36182,R88250,R2362,R43048,R78037,R84839
R51576,R36182,R98250,R2362,R53044,R66708,R83125
R52576,R36182,R98240,R2362,R53049,R77136,R84824
R52576,R36181,R98240,R2362,R32022,R68703,R83135
R52576,R36181,R97250,R1271,R32022,R78243,R83135
R52568,R36182,R98250,R2111,R53049,R67707,R84824
R52576,R36182,R98250,R21399,R53044,R78706,R84125
R52568,R36182,R98250,R1180,R53049,R97037,R84814
R52576,R36182,R98250,R1180,R32022,R87703,R84125
R62566,R36182,R98250,R1180,R53044,R97244,R84924
R61557,R36182,R97250,R1271,R53044,R97243,R84224
R61666,R36182,R97250,R1271,R32022,R97243,R84125
R61656,R36182,R97250,R2362,R53044,R97135,R84125
R61655,R35182,R98250,R2362,R32022,R88702,R84125
R61655,R36182,R98250,R2362,R32022,R98134,R84125
R61655,R36192,R97250,R23453,R32022,R98134,R84134
R60656,R36192,R98251,R23453,R53044,R98233,R84728
R60646,R36192,R98260,R23453,R53044,R88706,R84139
R61747,R36192,R97250,R23453,R32022,R98132,R84138
R71747,R36192,R98250,R41799,R32022,R88703,R84125
R71737,R36193,R88250,R41799,R32022,R97055,R84425
R70737,R36193,R98250,R23453,R32022,R88053,R84124
R70737,R36193,R77241,R23453,R32022,R86704,R84125
R70737,R36192,R77341,R23453,R32022,R97243,R84923
R70737,R36193,R77241,R23453,R32022,R86706,R84824
R70838,R36193,R77241,R45626,R32022,R97135,R84125
R70848,R36192,R77241,R34545,R32022,R87703,R84424
R70847,R36192,R77241,R34545,R32022,R97135,R84125
R70739,R36192,R77241,R23453,R32022,R98243,R84126
R70837,R36193,R77241,R2362,R32022,R97244,R84128
R70739,R36192,R77241,R2362,R32022,R98142,R84125
R70837,R36192,R77341,R23453,R32022,R97133,R84124
R80767,R36192,R77341,R23453,R32022,R97043,R84125
R80787,R36192,R77341,R23453,R32022,R96143,R84424
R80787,R36192,R77341,R23453,R32022,R96243,R84024
R80787,R36192,R77241,R41799,R32022,R87706,R84024
R80787,R36193,R77241,R5116,R32022,R97146,R94724
R80787,R35193,R77241,R23453,R32022,R98045,R84025
R80787,R35192,R77341,R23453,R32022,R98153,R84024
R80777,R35192,R77341,R1271,R32022,R97144,R94814
R80787,R35192,R77241,R31599,R32022,R97243,R94025
R80787,R35192,R77341,R1271,R32022,R98135,R94328
R80787,R35192,R77341,R1271,R32022,R96244,R94149
R80787,R35192,R53282,R1271,R32022,R87243,R94025
R80787,R35192,R63282,R1271,R32022,R86135,R94024
R80787,R35192,R63282,R1271,R32022,R87045,R94024
R80787,R35192,R53282,R1271,R32022,R89032,R94124
R80787,R35192,R53282,R1271,R32022,R87142,R94024
R80787,R35192,R53182,R1271,R32022,R67705,R94714
R80787,R35192,R53282,R1271,R32022,R77706,R94729
R80787,R35192,R44187,R1271,R32022,R77706,R94024
R81655,R35182,R44187,R1271,R32022,R87246,R94028
R81665,R35182,R44187,R2362,R43033,R63369,R95828
R81665,R25182,R44186,R23453,R43033,R73469,R95173
R81655,R23595,R44186,R13453,R43033,R74479,R95172
R81665,R23595,R44187,R45627,R43033,R64369,R95162
R71655,R23596,R44186,R45627,R43033,R63469,R97861
R71665,R23595,R44187,R45627,R43033,R74379,R95171
R71655,R23585,R56196,R34545,R43033,R74379,R95572
R71675,R23596,R56096,R13453,R43033,R73469,R95478
R71655,R23595,R56196,R13453,R43033,R73369,R96189
R71665,R23595,R56096,R2362,R43033,R64468,R97861
R71665,R23585,R66096,R13453,R43033,R54819,R96188
R81665,R23585,R56196,R13453,R43033,R73468,R96472
R81665,R23585,R66196,R13453,R43033,R64479,R96172
R71656,R23585,R56196,R13453,R43033,R63819,R97750
R81675,R23596,R66196,R2362,R43033,R63819,R97861
R71665,R23585,R56096,R1271,R43033,R64369,R96172
R71655,R23596,R56096,R1271,R43033,R64469,R98879
R71655,R23585,R66196,R1271,R43033,R64819,R96172
R71665,R23585,R66096,R1271,R43033,R54818,R98879
R71665,R23585,R65096,R1271,R43033,R64468,R97289
R71665,R22585,R65196,R2362,R43033,R54818,R96072
R71655,R22595,R66096,R2362,R43033,R64269,R97162
R70555,R22585,R56096,R41699,R43033,R54719,R96171
R70555,R22595,R56096,R13453,R43033,R64819,R97189
R70555,R22596,R56096,R13453,R43033,R63819,R97072
R70555,R22595,R66096,R2362,R43033,R64469,R97189
R70555,R22585,R66096,R2362,R43033,R64479,R97861
R70565,R22585,R66196,R2362,R43033,R54468,R97861
R70555,R22585,R65196,R2362,R43033,R54478,R97072
R70565,R22595,R65096,R2362,R43033,R54469,R97161
R71565,R22596,R65196,R13453,R43033,R54379,R97062
R61565,R22585,R66196,R13453,R43033,R54819,R98861
R61565,R22585,R66196,R34545,R43033,R54818,R97161
R61575,R22596,R66196,R34545,R52415,R43819,R98069
R61575,R23495,R56096,R13453,R60554,R54819,R89840
R61575,R23596,R55196,R13453,R60653,R54479,R89049
R61575,R23495,R56097,R13453,R60653,R64340,R89823
R61575,R23495,R56097,R2362,R30606,R54241,R89803
R61693,R25092,R55097,R1271,R30606,R54700,R89019
R61693,R25092,R55097,R1271,R30606,R64250,R89009
R62593,R25091,R56097,R1271,R30606,R64260,R89800
R62593,R25091,R56097,R1271,R30606,R54711,R89701
R62593,R25091,R55097,R13454,R30606,R64251,R89001
R62593,R25091,R55197,R13454,R30606,R64240,R89003
R62593,R25091,R55098,R24545,R30606,R54700,R89809
R62593,R25091,R55097,R24545,R30606,R64330,R89003
R62593,R25091,R56097,R24545,R30606,R64341,R89003
R62593,R25091,R55097,R35627,R30606,R64250,R89003
R62593,R25091,R56098,R35627,R30606,R54701,R89803
R62593,R25091,R55097,R35627,R30606,R64240,R89801
R62593,R25091,R55097,R35627,R30606,R54241,R89801
R62593,R25091,R55097,R35627,R30606,R54701,R89003
R52593,R25091,R56097,R35627,R30606,R64250,R89702
R53583,R25091,R56097,R35627,R30606,R64350,R89702
R53583,R25091,R55097,R35627,R30606,R64251,R89019
R53583,R25091,R55097,R45717,R30606,R53801,R89003
R53583,R25091,R56097,R46818,R30606,R64251,R89003
R53583,R25091,R56096,R35627,R30606,R64250,R89003
R53683,R25091,R56097,R45717,R30606,R64161,R89003
R53683,R25091,R55097,R35627,R30606,R64340,R89008
R53783,R25091,R55097,R24545,R30606,R64240,R89008
R53684,R25091,R65098,R24545,R30606,R64230,R89003
R53683,R25091,R56097,R45717,R30606,R64701,R89008
R53683,R25091,R56097,R45717,R30606,R84250,R89802
R53783,R25091,R65097,R41899,R30606,R84240,R89003
R63783,R25091,R65097,R51899,R30606,R73800,R89700
R63773,R25091,R65196,R35627,R30606,R84340,R89003
R63783,R24091,R65097,R36218,R30606,R84230,R99802
R63773,R25181,R65097,R35627,R30606,R83150,R79003
R62873,R26281,R55098,R35627,R30606,R73701,R69018
R62873,R25281,R65097,R24545,R30606,R84250,R69003
R53742,R25271,R65197,R13454,R30606,R83351,R69018
R53742,R24261,R55097,R13454,R41506,R61465,R69113
R53642,R24261,R65097,R1362,R41506,R61472,R59060
R53651,R22674,R65097,R13454,R41506,R61473,R59060
R53651,R22784,R56097,R1362,R41506,R60464,R69850
R53651,R22785,R55096,R1362,R41506,R61475,R69060
R53751,R22674,R55097,R13454,R41506,R61814,R69060
R53751,R22674,R55097,R13454,R41506,R52814,R69060
R53751,R22674,R65097,R13454,R41506,R62372,R69060
R53751,R22784,R55097,R13454,R41506,R61475,R69858
R63751,R22674,R65097,R1362,R41506,R62474,R69060
R63751,R22784,R65097,R13454,R41506,R61475,R69060
R63751,R23763,R55097,R13454,R41506,R62372,R59060
R63751,R23763,R55097,R24645,R41506,R51812,R59060
R63751,R23774,R65097,R35727,R41506,R61464,R59060
R63751,R23774,R55097,R35727,R41506,R61475,R59160
R63751,R23774,R55097,R35727,R41506,R51815,R59779
R63761,R23763,R65096,R35727,R41506,R61472,R59160
R63761,R23874,R56097,R35727,R41506,R60476,R59779
R63771,R23763,R65096,R35727,R41506,R71473,R59060
R63771,R23774,R65097,R24645,R41506,R50814,R59060
R63761,R23774,R55097,R24645,R41506,R60474,R59850
R63761,R23763,R55097,R35727,R41506,R50813,R59950
R63761,R23853,R56097,R35727,R41506,R50815,R49178
R63762,R23853,R65097,R35727,R41506,R61462,R49671
R63761,R23853,R65097,R35727,R41506,R50812,R49761
R63771,R23863,R65097,R35727,R41506,R60365,R49161
R63761,R23863,R65097,R13454,R41506,R60364,R49161
R63761,R24953,R65098,R13454,R41506,R60462,R8273
R63761,R24953,R65097,R13454,R41506,R60473,R8274
R63761,R24942,R65097,R13454,R41506,R50811,R8863
R63761,R24953,R65097,R1362,R41506,R60465,R8273
R63761,R24953,R65097,R13454,R41506,R60365,R8274
R63761,R24943,R65097,R13454,R41506,R61816,R8273
R72861,R23953,R66097,R13454,R41506,R71472,R9989
R72861,R23953,R65098,R35727,R41506,R61812,R8489
R72752,R23942,R65097,R35727,R41506,R70375,R8374
R72861,R23831,R65097,R24645,R30606,R72471,R8773
R72851,R24831,R65097,R41899,R30606,R71372,R8264
R72870,R23831,R65097,R24635,R30606,R61813,R8264
R72870,R23831,R65097,R24635,R30606,R71465,R8263
R72860,R23831,R65097,R24635,R30606,R61812,R8264
R72860,R23831,R65097,R24635,R30606,R71361,R8264
R72860,R23942,R54088,R24635,R30606,R71464,R8268
R72860,R23831,R54088,R24635,R30606,R62814,R8263
R72860,R13831,R54088,R13454,R30606,R71465,R8263
R72860,R13831,R54088,R13454,R30606,R71365,R8263
R72861,R13831,R55098,R13454,R30606,R62813,R8753
R72861,R13831,R54098,R13454,R30606,R81463,R9751
R72860,R13842,R54087,R1362,R30606,R71464,R8263
R72860,R13842,R54188,R1362,R30606,R71463,R8263
R72861,R13821,R54088,R13454,R30606,R61816,R9953
R72860,R13842,R54088,R13454,R30606,R61815,R8368
R72871,R13821,R54088,R1362,R30606,R61814,R8951
R72860,R13842,R54088,R1271,R30606,R71475,R8479
R72860,R13821,R54098,R1271,R30606,R61813,R9950
R72870,R13821,R54088,R13454,R30606,R71475,R9951
R72870,R13822,R54087,R24635,R30606,R70473,R8951
R72871,R13842,R54088,R24635,R30606,R61813,R8263
R61770,R13821,R54098,R35727,R30606,R72462,R8264
R61770,R13821,R54098,R35727,R30606,R62812,R8263
R61770,R13821,R54088,R35727,R30606,R71462,R8264
R71760,R13822,R54187,R35727,R30606,R61814,R8853
R61760,R13821,R54187,R35727,R30606,R70474,R8264
R61770,R13821,R54087,R35727,R30606,R62473,R8263
R61771,R13821,R54088,R35727,R30606,R61573,R8263
R61771,R13821,R54088,R35727,R30606,R62472,R9853
R62771,R13821,R54098,R45718,R30606,R61564,R9951
R62671,R13821,R54088,R46818,R30606,R61574,R8461
R62671,R13832,R54087,R46818,R30606,R61464,R8267
R62671,R13832,R54087,R45718,R30606,R51815,R8257
R62671,R13822,R63181,R45718,R30606,R61472,R8264
R70793,R13832,R63182,R45718,R30606,R51816,R9869
R70793,R13934,R63282,R35727,R30605,R87136,R8263
R70793,R13935,R73281,R24635,R30605,R88246,R25209
R80868,R12924,R63181,R24635,R30605,R88232,R15207
R80768,R12934,R63181,R24635,R30605,R87245,R5108
R80768,R12924,R63281,R24635,R30605,R88143,R5107
R70768,R12924,R63281,R35727,R30605,R88143,R5108
R70768,R12924,R63281,R35727,R30605,R88143,R5108
R70768,R12935,R63182,R45818,R30605,R76706,R26808
R70768,R12934,R63182,R45818,R30605,R87155,R25608
R70768,R12923,R63182,R35727,R30605,R78703,R25108
R70778,R12924,R63182,R24635,R30605,R87233,R15107
R70768,R12923,R63182,R24635,R51517,R87232,R33217
R70768,R12914,R63182,R24635,R51517,R76704,R33516
R70778,R12923,R63183,R24635,R51517,R77703,R33516
R70768,R12923,R63182,R13454,R51517,R87703,R33217
R70768,R12914,R63182,R24635,R51517,R87143,R33717
R70759,R12913,R81563,R24635,R51517,R86236,R33317
R71758,R12913,R70663,R35727,R51517,R88143,R33717
R71758,R12913,R70663,R35727,R51517,R77803,R33217
R71758,R12924,R80652,R35727,R51517,R87255,R43717
R71758,R12934,R81653,R25117,R51517,R88154,R44806
R71768,R12913,R80653,R35727,R51517,R87243,R33217
R71768,R12913,R81652,R35727,R51517,R77706,R44429
R71768,R12913,R80662,R25117,R51517,R78704,R44807
R71758,R12924,R80762,R35727,R51517,R77706,R33217
R71758,R12913,R80662,R45818,R51517,R86254,R33217
R71758,R12913,R81652,R45818,R51517,R86243,R44807
R71758,R12924,R81653,R35727,R51517,R87246,R33318
R71858,R12924,R70563,R41899,R51517,R88135,R33318
R71858,R12913,R80563,R41899,R51517,R88132,R33317
R81858,R12924,R80563,R24635,R51517,R88142,R33317
R81858,R12814,R81653,R35727,R51517,R87153,R33217
R81858,R12924,R80563,R35727,R51517,R86233,R33717
R80848,R12813,R81563,R35727,R51517,R97134,R33616
R80848,R12924,R81663,R45818,R51517,R77706,R44807
R80848,R12924,R81653,R46308,R51517,R87234,R33316
R80858,R12712,R81652,R35727,R51417,R76702,R33329
R80848,R12711,R81653,R24635,R51417,R88133,R33217
R80848,R14400,R81652,R34727,R51417,R87143,R43219
R80848,R14300,R81652,R34727,R51417,R86056,R33217
R80848,R14400,R81652,R34727,R51417,R86707,R43319
R80848,R14300,R81652,R13454,R51417,R77803,R33417
R80848,R14300,R80652,R24635,R51417,R97254,R33217
R80848,R14300,R80652,R24635,R51417,R87704,R33217
R80848,R14300,R80652,R24635,R51417,R87245,R33217
R80848,R14300,R81652,R24635,R51417,R88143,R44906
